"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code"
HR,Y31,,A1160,,,,20.37,RS,MK,,R4
HR,Y31,,A1160,,,,22.67,RS,MK,,R5
HR,Y31,,A1160,,,,47.51,RS,MK,,R5
HR,Y31,,A1160,,,,22.7,RS,MK,,R1
HR,Y31,,A1160,,,,23.28,RS,MK,,R4
HR,Y31,,A1160,,,,3566.96, -,SI,,R4
HR,Y31,,A1160,,,,206.47, -,RS,,R4
HR,Y31,,A1160,,,,2238.14, -,SI,,R4
HR,Y34,,A1060,,,,72.65,SI,AT,,R5
HR,Y34,,A1060,,,,24.94,"SI, AT",DE,,R4
HR,Y34,,A4090,,,,176.11,SI,AT,D9,
HR,Y34,,A4090,,,,23.89,SI,AT,D9,
HR,Y34,,A1060,,,,195.49,SI,AT,,"R1, R5"
HR,Y34,,A1060,,,,24.86,"SI, AT",DE,,R4
HR,Y35,,A4090,,,,69.62,SI,AT,D9,
HR,Y35,,A4090,,,,66.68,SI,AT,D9,
HR,Y36,,A2050,,,,164.87,"SI, AT",DE,D9,
HR,Y36,,A2050,,,,447.73,"SI, AT",DE,D9,
HR,Y36,,A4130,,,,21.77,"SI, AT",DE,,R4
HR,Y36,,A2050,,,,22.47,"SI, AT",DE,D1,
HR,Y36,,A2050,,,,250.2,"SI, AT",DE,D1,
HR,Y36,,A2050,,,,196.6,"SI, AT",DE,D5,
HR,Y36,,A2050,,,,1268.48,"SI, AT",DE,D1,
HR,Y41,, -,,,,495.85,SI,AT,D10,
HR,Y41,,A3150,,,,39.41,"SI, AT",DE,,"R1, R3"
HR,Y41,,A3160,,,,80.46,SI,AT,D10,
HR,Y41,,A3150,,,,85.32,"SI, AT",DE,D10,
HR,Y41,,A3150,,,,11.58,"SI, AT",DE,D10,
HR,Y42,,A3140,,,,0.35,"SI, AT",DE,,R3
HR,Y42,,A3140,,,,1.13,"SI, AT",DE,,R1
HR,Y42,,A3140,,,,152.5,"SI, AT, CZ",PL,D10,
HU ,Y12,EWC 08 01 11*,,,,,2.14,"A, DE",NL,,R4
HU ,Y18,EWC 10 03 08*,,,,,3456.34,SK; CZ,DE,,"R4, R5"
HU ,"Y23, Y31",EWC 10 04 02*,,,,,4.486,"A, DE",NL,,R13
HU ,"Y23, Y31",EWC 16 02 13*,,,,,13.566,"A, DE, B, F",GB,,R4
HU ,"Y31, Y34",EWC 16 06 01*,,,,,4204.374,RO,BG,,R4
HU ,"Y31, Y34",EWC 16 06 01*,,,,,578.28,SK,CZ,,R4
HU ,"Y31, Y34",EWC 16 06 01*,,,,,1530.68,"SK, CZ",PL,,"R4, R6"
HU ,"Y31, Y34",EWC 16 06 01*,,,,,5077.52,,RO,,"R4, R6"
HU ,"Y31, Y34",EWC 16 06 01*,,,,,3468.918,,SI,,R4
HU ,Y9,EWC 19 02 07*,,,,,36.65,,SK,,R12
HU ,"Y23, Y31",EWC 20 01 35*,,,,,20.363,"A, DE",NL,,R13
IT,Y1,,,,,,127.02,==,AT,D10,
IT,Y2,,,,,,650.0,,CH,D10, 
IT,Y2,,,,,,4328.0,,DE,D10, 
IT,Y2,,,,,,1680.0,,FR,D10, 
IT,"Y2, Y18",,,,,,472.64,AT,DE,D10,
IT,"Y2,Y3",,,,,,52.0,,DE,D10,
IT,Y3,,,,,,650.0,,CH,D10, 
IT,Y4,,,,,,125.0,,DE,D10, 
IT,Y5,,,,,,1549.08,AT,DE,,R3
IT,Y5,,,,,,10113.5525,AT - DE,SE,,R1
IT,Y5,,,,,,138.0,AT,DE,,R12
IT,Y5,,,,,,3758.0,,DE, ,R1
IT,Y6,,,,,,220.0,,AT,,R4
IT,Y6,,,,,,17.0,,BE,,R8
IT,Y6,,,,,,5356.0,AT,DE,,R4
IT,Y6,,,,,,1120.0,,DE,D10, 
IT,Y6,,,,,,2520.0,,DE, ,R1
IT,Y6,,,,,,2375.0,,FR, ,R1
IT,Y8,,,,,,2922.0,AT,DE,,R1
IT,Y8,,,,,,164.64,AT,DE,,R3
IT,Y8,,,,,,1164.4,AT,DE,D10,
IT,Y8,,,,,,41.46,,AT,D10,
IT,"Y8, Y12, Y18",,,,,,701.0,,AT,D10,
IT,Y9,,,,,,400.32,AT,DE,D1,
IT,Y9,,,,,,790.15,==,FR,D10,
IT,Y9,,,,,,678.0,,CH,,R1
IT,Y9,,,,,,8796.0,,DK,,R3
IT,Y9,,,,,,3523.1,,GB,,R3
IT,Y10,,,,,,1430.0,AT,DE,D10,
IT,Y10,,,,,,1436.92,AT,DE,D1,
IT,Y10,,,,,,192.0,-,FR,D10,
IT,Y11,,,,,,18.34,AT-DE,BE,,R1
IT,Y11,,,,,,500.0,,BE,D10, 
IT,Y11,,,,,,224.04,AT,DE,,R3
IT,Y11,,,,,,1000.0,,DE,D10, 
IT,Y11,,,,,,31679.0,,DE, ,R4
IT,Y11,,,,,,477.0,AT,DE ,,"R12, R1"
IT,Y12,,,,,,2070.0,AT,DE,,"R3 , R4"
IT,Y12,,,,,,95.58,AT,DE,,R4
IT,Y12,,,,,,6924.12,AT,DE,D10,
IT,Y12,,,,,,855.0,,AT,D10,
IT,Y12,,,,,,1450.0,,BE,D10, 
IT,Y12,,,,,,4250.0,,CH,D10, 
IT,Y12,,,,,,1238.0,,DE ,D9,
IT,Y12,,,,,,11704.0,-,FR ,D10,
IT,"Y12, 13",,,,,,3508.0,CH,DE,D10,
IT,Y13,,,,,,21.14,AT - DE,DK,D10,
IT,Y13,,,,,,437.0,,AT,D10,
IT,Y13,,,,,,650.0,,CH,D10, 
IT,Y13,,,,,,5541.41,CH,DE,D10,
IT,Y13,,,,,,315.0,,FR,D10, 
IT,Y14,,,,,,24.96,AT - DE,DK,D10,
IT,Y14,,,,,,3551.0,AT,DE,D10,
IT,Y14,,,,,,212.321,,FR,,R4
IT,Y14,,,,,,40.76,,       FR,D10,
IT,Y14,,,,,,650.0,,CH,D10, 
IT,Y14,,,,,,1801.36,,NL,,R8
IT,Y15,,,,,,6.22,,DK,D10,
IT,Y16,,,,,,650.0,,CH,D10, 
IT,Y17,,,,,,205.34,CH,DE,"D13,D1",
IT,Y17,,,,,,1750.0,,DE, ,R4
IT,Y18,,,,,,14441.0,,AT, ,R3
IT,Y18,,,,,,2656.0,,AT, ,R5
IT,Y18,,,,,,250.0,,AT, ,R7
IT,Y18,,,,,,7817.56,,AT,D1,
IT,Y18,,,,,,28876.0,==,AT,D10,
IT,Y18,,,,,,380.46,==,AT,D8,
IT,Y18,,,,,,1313.0,,AT,D9, 
IT,Y18,,,,,,18378.0,==,AT,,"R12, R1"
IT,Y18,,,,,,381.0,==,AT,,R4
IT,Y18,,,,,,5375.0,,BE,D10, 
IT,Y18,,,,,,845.44,"AT, DE",BE,,R12
IT,Y18,,,,,,9464.0,,BE,,"R4, R5"
IT,Y18,,,,,,5702.0,,CH, ,R1
IT,Y18,,,,,,899.0,,CH,D10,
IT,Y18,,,,,,92372.0,,DE,D10, 
IT,Y18,,,,,,3210.0,,DE,D13, 
IT,Y18,,,,,,5591.0,AT ,DE,D5,
IT,Y18,,,,,,219871.0,AT,DE,"D9,D1",
IT,Y18,,,,,,4151.0,,DE,,R3
IT,Y18,,,,,,19239.0,CH,DE,,R1
IT,Y18,,,,,,5821.0,A,DE,,R12
IT,Y18,,,,,,11142.0,AT,DE,,"R12, R5"
IT,Y18,,,,,,605.0,AT,DE,,"R12, R4"
IT,Y18,,,,,,26382.0,,DE,,"R4, R5"
IT,Y18,,,,,,25257.0,"AT, DE",DK,D10,
IT,Y18,,,,,,25182.93,F,ES,D9,
IT,Y18,,,,,,120.0,,FR, ,R4
IT,Y18,,,,,,204.0,,FR, ,R5
IT,Y18,,,,,,40813.0,,FR,D10,
IT,Y18,,,,,,14052.0,CH,FR,,"R12, R1"
IT,Y18,,,,,,4790.0,,HU, ,R3
IT,Y18,,,,,,116.45,AT,HU,,R1
IT,Y18,,,,,,2302.0,,NL, ,R1
IT,Y18,,,,,,5520.0,,NL,D10, 
IT,Y18,,,,,,38636.0,"AT, DE",NL,,"R12, R5"
IT,Y18,,,,,,850.0,,PL,D10,
IT,Y18,,,,,,434.66,AT,SK,,"R12, R1"
IT,Y19,,,,,,73.0,AT,DE,D10,
IT,Y21,,,,,,2781.0,,DE,D10,
IT,Y22,,,,,,27.02,AT,DE,D10,
IT,Y22,,,,,,250.0,,AT, ,R4
IT,Y22,,,,,,750.0,,BE,D4, 
IT,Y22,,,,,,2000.0,,BE, ,R4
IT,Y22,,,,,,780.0,,DE, ,R4
IT,Y22,,,,,,500.0,,ES, ,R4
IT,Y22,,,,,,8456.0,,SE, ,R4
IT,Y23,,,,,,1885.0,,AT,D1,
IT,Y23,,,,,,374.0,,DE,D5,
IT,Y23,,,,,,6026.0,,DE, ,"R4, R5"
IT,Y23,,,,,,1175.0,,ES, ,R4
IT,Y23,,,,,,143.0,,FR, ,R4
IT,Y26,,,,,,255.0,,DE, ,R4
IT,Y26,,,,,,670.0,,FR, ,R4
IT,Y29,,,,,,1373.23,AT ,DE,D1,
IT,Y29,,,,,,2888.0,AT,DE,D5,
IT,Y29,,,,,,374.5,,DE, ,R5
IT,Y29 ,,,,,,142.42,AT,DE,D12,
IT,Y31,,,,,,5660.92,==,SI,,R4
IT,Y31,,,,,,574.004,,       FR,      ,       R4
IT,Y31,,,,,,240.0,,BG, ,R4
IT,Y31,,,,,,2776.0,AT,DE,,"R12, R5"
IT,Y31,,,,,,707.0,CH,DE,,R4
IT,Y31,,,,,,4500.0,,DE,D1, 
IT,Y31,,,,,,2850.0,,DE,D10, 
IT,Y31,,,,,,23.21,FR,ES,,R4
IT,"Y31, 34",,,,,,11123.0,-,SI,,R4
IT,Y34,,,,,,6.526,AT,DE,,R5
IT,Y34,,,,,,2130.0,,SI, ,R4
IT,Y36,,,,,,431530.0,,DE,D1, 
IT,Y36,,,,,,34701.0,,DE,D5, 
IT,Y39,,,,,,434.9,,       DE,      ,R1
IT,Y41,,,,,,179.17,,CH,D10,
IT,Y41,,,,,,200.0,,DE, ,R12
IT,Y41,,,,,,20242.0,A,DE,D10,
IT,Y41,,,,,,1016.0,,FR,D10, 
IT,Y42,,,,,,1336.02,==,FR,D10,
IT,Y42,,,,,,397.0,"AT, CH",DE,,R2
IT,Y42,,,,,,2171.18,AT - DE,DK,D10,
IT,Y42,,,,,,215.62,AT,DE,,"R3, R4"
IT,Y42,,,,,,509.0,,AT,D10,
IT,Y42,,,,,,121.0,,AT,,"R12, R1"
IT,Y42,,,,,,580.7,,AT,,R13
IT,Y42,,,,,,405.0,,CH, ,R1
IT,Y42,,,,,,1774.0,CH,DE,,R2
IT,Y42,,,,,,6480.0,,DE,D10, 
IT,Y42,,,,,,146.58,AT,DE,,R5
IT,Y42,,,,,,766.5,,FR, ,R1
IT,Y42,,,,,,2679.0,-,FR ,D10,
IT,Y45,,,,,,312.0,,FR,D10,
IT,Y46,,,, ,,3000.0,,AT, ,R1
IT,Y46,,,, ,,3240.0,,CH, ,R1
IT,Y47,,,,,,258388.0,,       DE,      ,R5
JP,Y22,,A1050,,12.0,,180.0,,US,,R4
JP,Y31,,A1020,,11.0,,72.0,,KR,,R4
JP,Y31,,A1020,,11.0,,308.0,,BE,,R4
JP,"Y22, Y23, Y26, Y31",,A1080,,11.0,,183.0,,KR,,R4
JP,"Y22, Y23, Y31",,A1080,,11.0,,1436.0,,KR,,R4
JP,"Y24, Y27, Y31",,"A1020, A1030",,11.0,,3737.0,,KR,,R4
JP,"Y27, Y31",,A1160,,11.0,,216.0,,KR,,R4
JP,"Y27, Y31, Y34",,A1160,,11.0,,1782.0,,KR,,R4
JP,"Y31, Y34",,A1160,,"6.1, 11",,77663.0,,KR,,R4
KG ,Y31 ,Other wastw and scrao from primary galvanic piles and battery cells ,,,,,3672.0,,KZ,,R4
LI,Art. 1 (1) b,Discarded equipment containing hazardous components other than those mentioned in 16 02 09 to 16 02 12,,,,,195.0,,AT,,R4
LI,Y31,,,,H8,,24.0,,DE,,R4
LI,Y31,,,,H8,,248.0,,AT,,R13
LT,Y1,,,,,,9.500999999999994,PL,DE,D10,
LT,Y1,,,,,,375.9779999999999,,LV,,R12
LT,Y3,,,,,,67.36,PL,DE,,R12
LT,Y12,,,,,,84.484,,PL,D10,
LT,Y17,,,,,,20.28,PL,DE,,R4
LT,Y23,,,,,,6.93,,PL,D10,
LT,Y29,,,,,,63.418,,LV,,R4
LT,Y29,,,,,,83.074,,LV,,"R4, R5, R12, R13"
LT,Y31,,,,,,407.95,LV,EE,,R4
LT,Y31,,,,,,583.693,LV,EE,,"R4, R13"
LT,Y31,,,,,,11365.965,PL,DE,,R4
LT,Y31,,,,,,5452.9349999999995,,PL,,R4
LT,"Y31,Y34",,,,,,1543.5259999999996,PL,CZ,,R4
LT,"Y31,Y34",,,,,,998.8119999999999,LV,EE,,R4
LT,Y45,,,,,,8.685,PL,DE,,R3
LT,Y45,,,,,,38.64,,PL,D10,
LT,Y45,,,,,,91.63,,LV,,R10
LT,Y45,,,,,,550.05,,LV,,"R3, R4, R12, R13"
LT,Y45,,,,,,8.6,,PL,D10,"R1, R3, R4, R5, R9"
LT,Y8,,,,,,23.76,,DE,,R9
LT,Y8,,,,,,10.811,,GB,,"R4, R5, R9, R12"
LT,Y8,,,,,,140.213,,LV,,R9
LT,Y8,,,,,,256.039,,PL,D10,
LT,Y8,,,,,,1225.34,,PL,,R9
LT,Y9,,,,,,306.486,LV,EE,,R3
LT,Y9,,,,,,119.866,,PL,,"R1, R4, R9, R12"
LT,Y9,,,,,,39.709,,PL,,"R1, R4, R12"
LU,Y1, , , ,, ,17.0, (T),BE ,D10,
LU,Y1, , , ,H6.1, ,7.0, (T),DE ,D10,
LU,Y1, , , ,H6.2, ,148.0, (T),BE ,D10,
LU,Y1, , , ,H6.2, ,255.0, (T),DE ,D10,
LU,Y3, , , ,H13, ,122.0, (T),BE ,D10,
LU,Y4, , , ,H4.1, ,158.0, (T),DE ,D10,
LU,Y4, , , ,H6.1, ,20.0, (T),BE ,D10,
LU,Y6, , , ,H3, ,18.0, (T),BE ,D10,
LU,Y6, , , ,H3, ,9.0, (T),BE ,,R2
LU,Y6, , , ,H3, ,1.0, (T),DE ,,R2
LU,Y8, , , ,, ,1473.0, (T),BE ,,R9
LU,Y8, , , ,, ,122.0, (T),BE ,,R12
LU,Y8, , , ,, ,1145.0, (T),DE ,,R9
LU,Y8, , , ,H3, ,21.0, (T),BE ,,R13
LU,Y8, , , ,H3, ,1519.0, (T),DE ,,R9
LU,Y8, , , ,H13, ,39.0, (T),BE ,D10,
LU,Y8, , , ,H13, ,80.0, (T),DE ,,R4
LU,Y8, , , ,H4.1, ,169.0, (T),BE ,D10,
LU,Y8, , , ,H4.1, ,135.0, (T),BE ,,R12
LU,Y8, , , ,H4.1, ,232.0, (T),DE ,D13,
LU,Y9, , , ,, ,1897.0, (T),BE ,D9,
LU,Y9, , , ,, ,384.0, (T),DE ,,R9
LU,Y9, , , ,, ,1426.0, (T),FR ,D9,
LU,Y9, , , ,H3, ,2502.0, (T),DE ,D9,
LU,Y9, , , ,H3, ,15.0, (T),DE ,D15,
LU,Y9, , , ,H3, ,39.0, (T),FR ,D9,
LU,Y9, , , ,H11, ,405.0, (T),DE ,D9,
LU,Y9, , , ,H11, ,2065.0, (T),DE ,,R9
LU,Y9, , , ,H13, ,178.0, (T),DE ,D9,
LU,Y9, , , ,H4.1, ,7.0, (T),DE ,,R12
LU,Y10, , , ,H11, ,17.0, (T),BE ,D10,
LU,Y10, , , ,H11, ,51.0, (T),BE ,,R4
LU,Y10, , , ,H11, ,1.0, (T),DE ,D15,
LU,Y10, , , ,H11, ,15.0, (T),DE ,,R4
LU,Y10, , , ,H11, ,2.0, (T),DE ,,R13
LU,Y10, , , ,H13, ,41.0,DE (T),SE ,D14,
LU,Y10, , , ,H4.1, ,293.0,BE (T),NL ,D10,
LU,Y11, , , ,H12, ,29.0, (T),DE ,D1,
LU,Y11, , , ,H4.2, ,49.0, (T),DE ,,R13
LU,Y12, , , ,, ,2.0, (T),DE ,,R4
LU,Y12, , , ,, ,31.0, (T),FR ,D9,
LU,Y12, , , ,H3, ,93.0, (T),DE ,D10,
LU,Y12, , , ,H3, ,25.0, (T),DE ,D15,
LU,Y12, , , ,H3, ,667.0, (T),DE ,,R3
LU,Y12, , , ,H3, ,15.0, (T),DE ,,R4
LU,Y12, , , ,H12, ,2.0, (T),DE ,,R3
LU,Y12, , , ,H13, ,36.0, (T),BE ,D10,
LU,Y12, , , ,H13, ,30.0,FR (T),DE ,,R3
LU,Y12, , , ,H4.1, ,81.0, (T),BE ,D10,
LU,Y12, , , ,H4.1, ,154.0, (T),BE ,,R12
LU,Y12, , , ,H4.1, ,2.0, (T),BE ,,R13
LU,Y12, , , ,H4.1, ,59.0, (T),DE ,D10,
LU,Y12, , , ,H4.1, ,141.0, (T),DE ,D13,
LU,Y12, , , ,H4.1, ,426.0, (T),DE ,,R3
LU,Y12, , , ,H4.1, ,277.0, (T),DE ,,R12
LU,Y13, , , ,, ,9.0, (T),BE ,D10,
LU,Y13, , , ,, ,386.0, (T),BE ,,R1
LU,Y13, , , ,, ,98.0, (T),BE ,,R12
LU,Y13, , , ,, ,453.0, (T),DE ,,R12
LU,Y13, , , ,, ,489.0, (T),FR ,,R1
LU,Y13, , , ,H3, ,13.0, (T),BE ,D10,
LU,Y13, , , ,H3, ,5.0, (T),BE ,,R13
LU,Y13, , , ,H3, ,4.0, (T),DE ,,R4
LU,Y13, , , ,H12, ,8.0, (T),DE ,,R3
LU,Y13, , , ,H4.1, ,34.0, (T),DE ,D15,
LU,Y13, , , ,H4.1, ,24.0, (T),DE ,,R3
LU,Y13, , , ,H4.1, ,56.0, (T),DE ,,R12
LU,Y14, , , ,, ,8.0, (T),BE ,D10,
LU,Y14, , , ,, ,28.0, (T),DE ,D15,
LU,Y14, , , ,H3, ,9.0, (T),BE ,D10,
LU,Y16, , , ,, ,15.0, (T),BE ,,R12
LU,Y16, , , ,, ,10.0, (T),BE ,,R13
LU,Y16, , , ,H8, ,27.0, (T),BE ,,R12
LU,Y16, , , ,H8, ,2.0,FR (T),CH ,,R4
LU,Y16, , , ,H8, ,20.0,FR (T),CH ,,R13
LU,Y16, , , ,H12, ,11.0, (T),DE ,D13,
LU,Y16, , , ,H13, ,16.0, (T),BE ,D10,
LU,Y17, , , ,, ,358.0, (T),BE ,,R4
LU,Y17, , , ,, ,327.0, (T),BE ,,R12
LU,Y17, , , ,, ,59.0, (T),DE ,D1,
LU,Y17, , , ,H12, ,172.0, (T),DE ,D1,
LU,Y18, , , ,, ,88.0, (T),BE ,,R4
LU,Y18, , , ,, ,130.0, (T),DE ,D10,
LU,Y18, , , ,, ,514.0, (T),DE ,,R12
LU,Y18, , , ,, ,1692.0, (T),DE ,,R13
LU,Y18, , , ,, ,72.0, (T),FR ,,R13
LU,Y18, , , ,H8, ,1986.0, (T),DE ,,R12
LU,Y18, , , ,H11, ,1.0, (T),DE ,D10,
LU,Y18, , , ,H11, ,3677.0, (T),DE ,,R1
LU,Y18, , , ,H12, ,177.0, (T),DE ,D10,
LU,Y18, , , ,H12, ,82.0, (T),DE ,,R4
LU,Y18, , , ,H4.1, ,74.0, (T),DE ,D1,
LU,Y18, , , ,H4.1, ,2049.0, (T),DE ,D8,
LU,Y18, , , ,H4.1, ,219.0, (T),DE ,D13,
LU,Y18, , , ,H4.1, ,5.0, (T),DE ,D15,
LU,Y18, , , ,H4.1, ,98.0,DE (T),DE ,D10,
LU,Y18, , , ,H4.2, ,1.0, (T),DE ,,R4
LU,Y18, , , ,H4.2, ,363.0, (T),DE ,,R8
LU,Y18, , , ,H4.2, ,1011.0,BE (T),NL ,,R8
LU,Y22, , , ,, ,35.0, (T),DE,,R4
LU,Y22, , , ,H12, ,797.0, (T),BE ,,R4
LU,Y22, , , ,H12, ,222.0, (T),BE ,,R12
LU,Y23, , , ,, ,19.0, (T),BE ,,R12
LU,Y23, , , ,H6.1, ,502.0, (T),BE ,,R4
LU,Y23, , , ,H6.1, ,39139.0, (T),DE ,,R4
LU,Y24, , , ,H11, ,21.0,BE (T),NL ,,R7
LU,Y26, , , ,H8, ,1.0, (T),BE ,,R12
LU,Y29, , , ,H8, ,6.0, (T),DE ,,R13
LU,Y29, , , ,H8, ,121.0, (T),FR ,,R4
LU,Y29, , , ,H13, ,77.0, (T),BE ,,R4
LU,Y31, , , ,H8, ,1128.0, (T),DE ,,R4
LU,Y31, , , ,H11, ,252.0, (T),BE ,,R4
LU,Y31, , , ,H11, ,141.0, (T),DE ,,R4
LU,Y31, , , ,H12, ,83.0, (T),BE ,,R4
LU,Y31, , , ,H12, ,44.0, (T),BE ,,R12
LU,Y33, , , ,H6.1, ,12.0, (T),DE ,D10,
LU,Y34, , , ,H8, ,14.0, (T),BE ,D10,
LU,Y34, , , ,H8, ,97.0, (T),BE,,R12
LU,Y34, , , ,H8, ,21.0, (T),DE ,D13,
LU,Y34, , , ,H8, ,34.0, (T),DE ,,R3
LU,Y35, , , ,H8, ,62.0, (T),BE ,D10,
LU,Y35, , , ,H8, ,67.0, (T),BE ,,R12
LU,Y35, , , ,H8, ,7.0, (T),DE ,D9,
LU,Y35, , , ,H8, ,132.0, (T),DE ,D15,
LU,Y36, , , ,, ,3662.0, (T),DE ,D1,
LU,Y36, , , ,H11, ,4.0, (T),BE ,D1,
LU,Y36, , , ,H11, ,330.0, (T),DE ,D1,
LU,Y36, , , ,H11, ,45.0, (T),DE ,D12,
LU,Y36, , , ,H11, ,8.0, (T),DE ,,R5
LU,Y36, , , ,H12, ,1069.0, (T),DE ,D1,
LU,Y40, , , ,H12, ,51.0, (T),DE ,,R12
LU,Y41, , , ,H6.1, ,6.0, (T),BE ,,R2
LU,Y42, , , ,H3, ,13.0, (T),BE ,D10,
LU,Y42, , , ,H3, ,16.0, (T),BE ,,R13
LU,Y42, , , ,H3, ,431.0, (T),DE ,D13,
LU,Y42, , , ,H3, ,34.0, (T),DE ,D15,
LU,Y42, , , ,H3, ,558.0, (T),FR ,,R12
LU,Y42, , , ,H12, ,35.0, (T),DE ,,R12
LU,Y42, , , ,H12, ,89.0,BE (T),NL,,R2
LU,Y43, , , ,H6.1, ,58.0, (T),DE ,D5,
LU,Y45, , , ,H12, ,2.0, (T),DE ,D15,
LU,Y45, , , ,H12, ,1013.0, (T),DE ,,R3
LU,Y46, , , ,, ,3383.0, (T),DE ,,R3
LU,Y46, , , ,, ,5180.0,BE (T),FR ,,R4
LU,Y46, , , ,, ,2359.0,BE (T),FR ,,R13
LU,Y47, , , ,H13, ,24727.0, (T),DE ,,R5
LU,Y47, , , ,H6.1, ,4392.0, (T),DE ,,R5
LV,"Y31, Y34",lead batteries,,8.0,H8,,5248.638,,LT,,"R4, R5, R12, R13"
LV,"Y31, Y34",lead batteries,,"8, 9","H8, H12",,5618.513,,EE,,"R4, R12, R13"
LV,Y17,hydrochloric acid,,,H8,,228.658,,DK,D9,
LV,Y9,waste oils,,"1993, 3",H3,,1422.0,,LT,,R9
LV,Y9,waste oils,,3.0,H3,,600.0,,NL,,R9
LV,Y9,waste oils,,1993.0,H3,,71.64,,PL,,R9
LV,Y9,waste oils,,1993.0,H3,,830.64,,EE,,"R1, R3, R13"
LV,Y26,unsorted batteries and accumulators,,,H12,,17.999,,DE,,R4
LV,"Y22, Y31",waste electric and electronic equipment,,9.0,H12,,199.18,,DE,,"R4, R12"
LV,"Y12, Y14, Y41, Y42",discarded organic chemicals consisting of or containing dangerous substances,,,"H3, H12",,191.4,,SE,,R1
LV,"Y22, Y31",waste electric and electronic equipment,,,"H6.1, H12",,0.309,,LT,,"R4, R5, R13"
MY,Y22,METAL HYDROXIDE SLUDGE ,,,,SLUDGE,158.0,,US,,R4
MY,Y26,NICKEL CADMIUM SCRAP BATTERIES,,,,ECOTOXIC,32.0,,KR,,R4
MY,11b,SPENT CATALYST,,,,SOLID,25.0,,US,,R8
MY,11b,SPENT CATALYST,,,,SOLID,55.0,,NL,,R8
MY,11b,SPENT CATALYST,,,,SOLID,35.0,,SE,,R8
MY,11b,SPENT CATALYST,,,,SOLID,10.0,,GB,,R8
MY,11b,SPENT CATALYST,,,,SOLID,60.0,,FI,,R8
MY,Y12,USED TONER,,,,SOLID,260.0,,CA,,R5
MY,11b,ELECTRONIC WASTE,,,,SOLID,1000.0,,US,,R4
MY,11b,ELECTRONIC WASTE,,,,SOLID,70.0,,BE,,R4
MY,11b,ELECTRONIC WASTE,,,,SOLID,200.0,,JP,,R4
MY,Y39,WASTE ORGANIC SOLVENT,,,,LIQUID,55.0,,DE,,R2
MT,"Y23, Y31, Y43,Y4","Fly ashes from combustion process or Residues from Scrubbing Treatment, Filter Cake from Gas Treatment",A4110,9.0,12.0,1- Powdery,593.331,-,IT,D9,
MT,"Y41, Y42",Aqueous washing liquids and mother liquors,A3140,3.0,3.0,5 - Liquid,128.84,IT ,ES,,R2
MT,Y2,Aqueous washing liquids and mother liquors,A4010,9.0,12.0,4 - Sludge,9.0,-,IT,D9,
MT,"Y41, Y42","Organic Halogenated solvents, washing liquids and mother liquors",A3150,3.0,3.0,5 - Liquid,129.484,IT,ES,,R2
MT,Y2,"(Mixed Waste Solvents); Organic solvents, washing liquids and mother liquors",A4010,3.0,3.0,5 - Liquid,10.4,-,IT,D10,
MT,Y2,Solvent mixture,A4010,"3,6.1",3 & 6.1,"Flammable liquid, Toxic, N.O.S.",570.186,"IT, AT",DE,D10,
MT,"Y32, Y42",Solvent Mixtures,A4140,"3, 6.1","3, 6.1",5- Liquid,424.268,-,ES,,R12
MT,Y2,"Solid Pharmaceutical production waste, tablets, capsules, raw material, packaging material",A4010,6.1,6.0,2 - Solid,96.783,-,IT,D10,
MT,Y2,"Organic Solvents, washing liquids, mother liquors, and solid procrss waste with associated contaminated packaging",A3140,,"3, 6.1","5 - Liquid, 2- Solid",0.079,-,ES,,R2
MT,Y2,"Organic Solvents, washing liquids, mother liquors, and solid procrss waste with associated contaminated packaging",A3140,,"3, 6.1","5 - Liquid, 2- Solid",280.74,-,ES,,R2
MT,"Y23, Y31, Y43, Y44",Fly ash,A4110,9.0,12.0,1 - Powder,277.635,-,IT,D9,
MT,"Y23, Y31, Y43, Y44",Fly ash,A4110,9.0,12.0,1 - Powder,140.96,-,IT,D9,
MT,"Y23, Y31, Y43, Y44",Waste from gas cleaning containig dangerous substances (fly ash),A 4110,9.0,12.0,1- Powdery,20.006,Libya,ES,D9,
MT,Y12 ,"Waste Sludge generated from plating effluent treatment plant precipitated hydroxides of chronium, copper, zinc, nickel.",A1050,9.0,12.0,1 - Powdery,18.24,-,DE,,R4
MT,Y8,Wastes of Liquid fuels and other fuels (inc. mixtures),A4060,3.0,3.0,5- Liquid,2530.0,-,PT,,R9
MT,Y46,Undismantled waste electrical & electronic equipment,"A1180, A2010",9.0,12.0,1 - Solid,135.26,-,IT,,R4
MT,Y46,WEEE,-,9.0,"4,14",2 - Solid,311.634,-,IT,,R4
MT,Y31,Cathode Ray Tubes,A2010,9.0,13.0,2 - Solid,74.24,-,NL,,R5
MT,Y31,Hazardous components removed from discarded equipment,A1180 A2010,9.0,13.0,2- Solid,558.98,,GB,,R4
MT,Y2,Organic and inorganic waste containing hazardous compounds,A4140,2.1,"4.1, 6.1,12","1 - Powder, 2 - solid, 6- gaseos, 5 - liquid",1.0,"IT, Swirzerland",DE,D10,
MT,Y2,"Organic Solvents, washing liquids, mother liquors, and solid procrss waste with associated contaminated packaging",A3140,,"3, 6.1","5 - Liquid, 2- Solid",4.001,-,ES,,R2
