"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code"
CA,"Y41 ,Y42 ,Y12","Halogenated organic solvents; Organic solvents; Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",,3.0,H3,Flammable Liquids,246.506,,US,D9,
CA,"Y41 ,Y42 ,Y12","Halogenated organic solvents; Organic solvents; Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",,4.1,H4.1,Flammable solids,87.8725,,US,D9,
CA,Y42,Organic solvents,,,H12,Ecotoxic,3.376,,US,D9,
CA,"Y12, Y41","Organic solvents; Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",,3.0,"H3 ,H6.1",Flammable Liquids; Toxic (Poisonous),0.05,,US,D9,
CA,"Y18, Y24, Y42",Organic solvents; Arsenic; Residues arising from industrial waste-disposal operations,,,H13,Leachate,954.26,,US,D9,
CA,Y_,Other,,,H12,Ecotoxic,143.359,,US,D9,
CA,Y_,Other,,2.1,H_,Miscellaneous waste dangerous,0.003,,US,D9,
CA,Y_,Other,,2.1,H_,Miscellaneous waste dangerous,0.006,,US,D9,
CA,Y_,Other,,2.1,H_,Miscellaneous waste dangerous,0.011,,US,D9,
CA,Y_,Other,,2.1,H_,Miscellaneous waste dangerous,0.007,,US,D9,
CA,Y_,Other,,2.1,H_,Miscellaneous waste dangerous,0.003,,US,D9,
CA,Y_,Other,,2.2,H_,Miscellaneous waste dangerous,1.663,,US,D9,
CA,Y_,Other,,2.2,H_,Miscellaneous waste dangerous,0.002,,US,D9,
CA,Y_,Other,,2.2,"H_ ,H5.1",Miscellaneous waste dangerous; Oxidizing,0.126,,US,D9,
CA,Y_,Other,,2.2,H_,Miscellaneous waste dangerous,0.738,,US,D9,
CA,Y_,Other,,2.3,"H_ ,H8",Miscellaneous waste dangerous; Corrosive,0.054,,US,D9,
CA,Y_,Other,,2.3,H_,Miscellaneous waste dangerous,0.001,,US,D9,
CA,Y_,Other,,2.3,H_,Miscellaneous waste dangerous,0.056,,US,D9,
CA,Y_,Other,,2.3,"H_ ,H5.1",Miscellaneous waste dangerous; Oxidizing,0.004,,US,D9,
CA,Y_,Other,,2.3,"H_ ,H8",Miscellaneous waste dangerous; Corrosive,0.072,,US,D9,
CA,Y_,Other,,2.3,"H_ ,H8",Miscellaneous waste dangerous; Corrosive,0.177,,US,D9,
CA,Y_,Other,,2.3,"H_ ,H5.1",Miscellaneous waste dangerous; Oxidizing,0.003,,US,D9,
CA,Y_,Other,,2.3,"H_ ,H8",Miscellaneous waste dangerous; Corrosive,0.002,,US,D9,
CA,Y_,Other,,2.3,H_,Miscellaneous waste dangerous,0.053,,US,D9,
CA,Y_,Other,,4.3,H4.3,Flammable Gases in contact with water,17.784,,US,D9,
CA,Y_,Other,,5.1,"H5.1 ,H6.1",Oxidizing; Toxic (Poisonous),0.01,,US,D9,
CA,Y_,Other,,8.0,"H8 ,H6.1",Corrosive; Toxic (Poisonous),0.01,,US,D9,
CA,Y_,Other,,8.0,H8,Corrosive,0.441,,US,D9,
CA,Y32,Inorganic fluorine compounds,,2.2,H_,Miscellaneous waste dangerous,0.001,,US,D9,
CA,Y32,Inorganic fluorine compounds,,2.3,"H_ ,H8",Miscellaneous waste dangerous; Corrosive,0.003,,US,D9,
CA,Y32,Inorganic fluorine compounds,,2.3,"H_ ,H8",Miscellaneous waste dangerous; Corrosive,0.001,,US,D9,
CA,"Y33, Y41 ",Halogenated organic solvents; Inorganic cyanides,,2.3,"H_ ,H8",Miscellaneous waste dangerous; Corrosive,0.008,,US,D9,
CA,Y45,Organohalogen Coumpount,,2.3,"H_ ,H8",Miscellaneous waste dangerous; Corrosive,0.01,,US,D9,
CA,Y1,"Clinical wastes from medical care in hospitals, medical centres, and clinics",,,H12,Ecotoxic,556.5015,,US,D10,
CA,Y1,"Clinical wastes from medical care in hospitals, medical centres, and clinics",,6.2,H6.2,Infectious substances,460.43450000000007,,US,D10,
CA,Y2,Wastes from the production and preparation of pharmaceutical products,,5.1,H5.1,Oxidizing,0.364,,US,D10,
CA,Y2,Wastes from the production and preparation of pharmaceutical products,,6.1,H6.1,Toxic (Poisonous),20.108,,US,D10,
CA,"Y2, Y3, Y42","Wastes from the production and preparation of pharmaceutical products; Waste pharmaceuticals, drugs, and medicines; Organic solvents",,3.0,H3,Flammable Liquids,61.188,,US,D10,
CA,Y3,"Waste pharmaceuticals, drugs, and medicines",,,H12,Ecotoxic,197.345,,US,D10,
CA,Y3,"Waste pharmaceuticals, drugs, and medicines",,6.1,H6.1,Toxic (Poisonous),173.722,,US,D10,
CA,Y3,"Waste pharmaceuticals, drugs, and medicines",,6.1,H6.1,Toxic (Poisonous),0.033,,US,D10,
CA,Y3,"Waste pharmaceuticals, drugs, and medicines",,6.1,H6.1,Toxic (Poisonous),1.81,,US,D10,
CA,"Y4, Y5","Wastes from the production, formulation, and use of biocides and phytopharmaceuticals; Wastes from the manufacture and use of wood-preserving chemicals",,6.1,H6.1,Toxic (Poisonous),60.6,,US,D10,
CA,"Y4, Y37","Wastes from the production, formulation, and use of biocides and phytopharmaceuticals; Organic phosphorous compounds",,6.1,H6.1,Toxic (Poisonous),0.709,,US,D10,
CA,"Y4, Y37, Y45","Wastes from the production, formulation, and use of biocides and phytopharmaceuticals; Organic phosphorous compounds; Organohalogen Coumpount",,6.1,H6.1,Toxic (Poisonous),0.41,,US,D10,
CA,"Y6, Y42",Wastes from the production and use of organic solvents; Organic solvents,,3.0,"H3 ,H6.1",Flammable Liquids; Toxic (Poisonous),77.15,,US,D10,
CA,"Y6, Y42",Wastes from the production and use of organic solvents; Organic solvents,,3.0,H3,Flammable Liquids,0.416,,US,D10,
CA,"Y6, Y42",Wastes from the production and use of organic solvents; Organic solvents,,4.1,H4.1,Flammable solids,52.773,,US,D10,
CA,Y8,Waste mineral oils unfit for their intended use,,,H12,Ecotoxic,1.418,,US,D10,
CA,Y9,Waste oil;  water,,,H12,Ecotoxic,10565.732,,US,D10,
CA,Y12,"Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",,3.0,H3,Flammable Liquids,2.81,,US,D10,
CA,"Y12, Y41","Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes; Halogenated organic solvents",,3.0,H3,Flammable Liquids,3.2,,US,D10,
CA,"Y12, Y42","Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes; Organic solvents",,3.0,H3,Flammable Liquids,10.769,,US,D10,
CA,"Y12, Y42","Organic solvents; Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",,3.0,H3,Flammable Liquids,1785.91,,US,D10,
CA,Y13,"Wastes from production, formulation, and use of resins, latex, plasticizers, and glues ,adhesives",,3.0,H3,Flammable Liquids,1.553,,US,D10,
CA,Y13,"Wastes from production, formulation, and use of resins, latex, plasticizers, and glues ,adhesives",,3.0,H3,Flammable Liquids,2.474,,US,D10,
CA,"Y13, Y39","Wastes from production, formulation, and use of resins, latex, plasticizers, and glues ,adhesives; Phenols, phenol compounds, including chlorophenols",,8.0,H8,Corrosive,260.0,,US,D10,
CA,"Y13, Y42","Wastes from production, formulation, and use of resins, latex, plasticizers, and glues ,adhesives; Organic solvents",,3.0,"H3 ,H6.1",Flammable Liquids; Toxic (Poisonous),332.403,,US,D10,
CA,Y18,Residues arising from industrial waste-disposal operations,,4.3,"H4.3 ,H4.2",Flammable Gases in contact with water; Spontaneous Combustion,99.724,,US,D10,
CA,Y21,Hexavalent chromium compounds,,6.1,H6.1,Toxic (Poisonous),1.035,,US,D10,
CA,"Y21, Y34",Hexavalent chromium compounds; Acidic solutions (or solids),,8.0,H8,Corrosive,0.21,,US,D10,
CA,"Y21, Y42",Hexavalent chromium compounds; Organic solvents,,4.1,"H4.1 ,H13",Flammable solids; Leachate,492.47,,US,D10,
CA,"Y21, Y42, Y31",Hexavalent chromium compounds; Organic solvents; Lead,,4.1,"H4.1 ,H13",Flammable solids; Leachate,65.896,,US,D10,
CA,Y23,Zinc,,4.2,"H4.2 ,H6.1",Spontaneous Combustion; Toxic (Poisonous),1.739,,US,D10,
CA,Y23,Zinc,,4.3,H4.3,Flammable Gases in contact with water,0.05,,US,D10,
CA,Y23,Zinc,,4.3,"H4.3 ,H4.2",Flammable Gases in contact with water; Spontaneous Combustion,0.026,,US,D10,
CA,Y24,Arsenic,,5.1,"H5.1 ,H8",Oxidizing; Corrosive,0.123,,US,D10,
CA,"Y24, Y31",Arsenic; Lead,,6.1,H6.1,Toxic (Poisonous),42.179,,US,D10,
CA,"Y4, Y24, Y31","Arsenic; Lead; Wastes from the production, formulation, and use of biocides and phytopharmaceuticals",,6.1,H6.1,Toxic (Poisonous),0.14,,US,D10,
CA,Y29,Mercury,,6.1,H6.1,Toxic (Poisonous),54.378,,US,D10,
CA,Y29,Mercury,,6.1,"H6.1 ,H4.1",Toxic (Poisonous); Flammable solids,0.217,,US,D10,
CA,"Y29, Y34",Mercury; Acidic solutions (or solids),,6.1,"H6.1 ,H8",Toxic (Poisonous); Corrosive,0.001,,US,D10,
CA,"Y31, Y21, Y42",Lead; Hexavalent chromium compounds; Organic solvents,,,H12,Ecotoxic,21.583,,US,D10,
CA,"Y31, Y29",Lead; Mercury,,,H12,Ecotoxic,2.102,,US,D10,
CA,"Y31, Y35, Y34",Lead; Basic solutions (or solids); Acidic solutions (or solids),,4.3,H4.3,Flammable Gases in contact with water,0.247,,US,D10,
CA,"Y31, Y41, Y42",Lead; Halogenated organic solvents; Organic solvents,,3.0,H3,Flammable Liquids,0.409,,US,D10,
CA,"Y31, Y41, Y42",Lead; Halogenated organic solvents; Organic solvents,,3.0,H3,Flammable Liquids,2058.839,,US,D10,
CA,Y33,Inorganic cyanides,,6.1,H6.1,Toxic (Poisonous),0.01,,US,D10,
CA,Y33,Inorganic cyanides,,6.1,H6.1,Toxic (Poisonous),0.106,,US,D10,
CA,Y33,Inorganic cyanides,,6.1,H6.1,Toxic (Poisonous),0.086,,US,D10,
CA,"Y33, Y35",Inorganic cyanides; Basic solutions (or solids),,6.1,H6.1,Toxic (Poisonous),0.025,,US,D10,
CA,"Y33, Y35",Inorganic cyanides; Basic solutions (or solids),,6.1,H6.1,Toxic (Poisonous),0.004,,US,D10,
CA,"Y33, Y35",Inorganic cyanides; Basic solutions (or solids),,6.1,H6.1,Toxic (Poisonous),0.034,,US,D10,
CA,"Y4, Y33, Y35","Inorganic cyanides; Basic solutions (or solids); Wastes from the production, formulation, and use of biocides and phytopharmaceuticals",,6.1,H6.1,Toxic (Poisonous),0.022,,US,D10,
CA,"Y33, Y41",Inorganic cyanides; Halogenated organic solvents,,6.1,"H6.1 ,H8",Toxic (Poisonous); Corrosive,0.003,,US,D10,
CA,Y34,Acidic solutions (or solids),,4.1,"H4.1 ,H8",Flammable solids; Corrosive,0.08,,US,D10,
CA,Y34,Acidic solutions (or solids),,4.3,"H4.3 ,H8",Flammable Gases in contact with water; Corrosive,0.003,,US,D10,
CA,Y34,Acidic solutions (or solids),,4.3,"H4.3 ,H8",Flammable Gases in contact with water; Corrosive,0.007,,US,D10,
CA,Y34,Acidic solutions (or solids),,5.1,"H5.1 ,H8",Oxidizing; Corrosive,0.023,,US,D10,
CA,Y34,Acidic solutions (or solids),,5.1,"H5.1 ,H8",Oxidizing; Corrosive,2.294,,US,D10,
CA,Y34,Acidic solutions (or solids),,5.1,H5.1,Oxidizing,0.003,,US,D10,
CA,Y34,Acidic solutions (or solids),,5.1,H5.1,Oxidizing,0.219,,US,D10,
CA,Y34,Acidic solutions (or solids),,5.1,"H5.1 ,H8",Oxidizing; Corrosive,1.834,,US,D10,
CA,Y34,Acidic solutions (or solids),,6.1,"H6.1 ,H8",Toxic (Poisonous); Corrosive,1.186,,US,D10,
CA,Y34,Acidic solutions (or solids),,6.1,"H6.1 ,H8",Toxic (Poisonous); Corrosive,0.205,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,1.935,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,2.512,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,34.469,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,7.527,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,2.69,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,"H8 ,H6.1",Corrosive; Toxic (Poisonous),0.301,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,0.914,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,0.003,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,0.005,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,0.599,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,"H8 ,H5.1",Corrosive; Oxidizing,0.09,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,"H8 ,H5.1",Corrosive; Oxidizing,0.02,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,"H8 ,H3",Corrosive; Flammable Liquids,0.96,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,0.008,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,"H8 ,H3",Corrosive; Flammable Liquids,0.12,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,0.007,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,0.224,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,"H8 ,H3",Corrosive; Flammable Liquids,5.36,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,"H8 ,H4.1",Corrosive; Flammable solids,0.009,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,"H8 ,H6.1",Corrosive; Toxic (Poisonous),2.242,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,"H8 ,H6.1",Corrosive; Toxic (Poisonous),1.831,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,"H8 ,H5.1",Corrosive; Oxidizing,0.222,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,"H8 ,H4.3",Corrosive; Flammable Gases in contact with water,0.007,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,1.372,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,0.007,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,1.412,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,42.048,,US,D10,
CA,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,11.085,,US,D10,
CA,"Y34, Y4","Acidic solutions (or solids); Wastes from the production, formulation, and use of biocides and phytopharmaceuticals",,8.0,H8,Corrosive,0.138,,US,D10,
CA,"Y34, Y21",Acidic solutions (or solids); Hexavalent chromium compounds,,8.0,H8,Corrosive,1.257,,US,D10,
CA,"Y34, Y40",Acidic solutions (or solids); Ethers,,3.0,"H3 ,H8",Flammable Liquids; Corrosive,10.789,,US,D10,
CA,"Y34, Y41",Acidic solutions (or solids); Halogenated organic solvents,,3.0,"H3 ,H8",Flammable Liquids; Corrosive,0.001,,US,D10,
CA,"Y34 ,Y41",Acidic solutions (or solids); Halogenated organic solvents,,8.0,H8,Corrosive,0.003,,US,D10,
CA,"Y34 ,Y41 ,Y13","Acidic solutions (or solids); Halogenated organic solvents; Wastes from production, formulation, and use of resins, latex, plasticizers, and glues ,adhesives",,8.0,H8,Corrosive,0.014,,US,D10,
CA,"Y34, Y45",Acidic solutions (or solids); Organohalogen Coumpount,,3.0,"H3 ,H8",Flammable Liquids; Corrosive,4.4,,US,D10,
CA,"Y34, Y45",Acidic solutions (or solids); Organohalogen Coumpount,,8.0,H8,Corrosive,0.001,,US,D10,
CA,Y35,Basic solutions (or solids),,3.0,"H3 ,H8",Flammable Liquids; Corrosive,1.331,,US,D10,
CA,Y35,Basic solutions (or solids),,3.0,"H3 ,H8",Flammable Liquids; Corrosive,0.004,,US,D10,
CA,Y35,Basic solutions (or solids),,4.2,H4.2,Spontaneous Combustion,0.015,,US,D10,
CA,Y35,Basic solutions (or solids),,4.3,"H4.3 ,H8",Flammable Gases in contact with water; Corrosive,0.013,,US,D10,
CA,Y35,Basic solutions (or solids),,5.1,H5.1,Oxidizing,0.599,,US,D10,
CA,Y35,Basic solutions (or solids),,5.1,H5.1,Oxidizing,0.008,,US,D10,
CA,Y35,Basic solutions (or solids),,5.1,H5.1,Oxidizing,0.06,,US,D10,
CA,Y35,Basic solutions (or solids),,5.1,"H5.1 ,H6.1",Oxidizing; Toxic (Poisonous),0.378,,US,D10,
CA,Y35,Basic solutions (or solids),,5.1,H5.1,Oxidizing,0.005,,US,D10,
CA,Y35,Basic solutions (or solids),,5.1,H5.1,Oxidizing,1.704,,US,D10,
CA,Y35,Basic solutions (or solids),,5.1,H5.1,Oxidizing,0.6,,US,D10,
CA,Y35,Basic solutions (or solids),,6.1,H6.1,Toxic (Poisonous),0.009,,US,D10,
CA,Y35,Basic solutions (or solids),,6.1,"H6.1 ,H8",Toxic (Poisonous); Corrosive,0.006,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,59.686,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,0.413,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,"H8 ,H6.1",Corrosive; Toxic (Poisonous),0.032,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,7.339,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,58.28,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,4.592,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,0.205,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,0.064,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,2.258,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,0.43,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,0.033,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,"H8 ,H3",Corrosive; Flammable Liquids,0.005,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,"H8 ,H6.1",Corrosive; Toxic (Poisonous),0.007,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,0.47,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,0.214,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,"H8 ,H3",Corrosive; Flammable Liquids,0.011,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,"H8 ,H3",Corrosive; Flammable Liquids,0.538,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,"H8 ,H6.1",Corrosive; Toxic (Poisonous),3.746,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,"H8 ,H5.1",Corrosive; Oxidizing,0.08,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,"H8 ,H4.3",Corrosive; Flammable Gases in contact with water,0.004,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,0.08,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,0.319,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,0.02,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,25.789,,US,D10,
CA,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,0.17,,US,D10,
CA,"Y35 ,Y42 ,Y13","Basic solutions (or solids); Organic solvents; Wastes from production, formulation, and use of resins, latex, plasticizers, and glues ,adhesives",,8.0,H8,Corrosive,0.161,,US,D10,
CA,"Y35 ,Y42 ,Y19",Basic solutions (or solids); Organic solvents; Metal carbonyls,,4.2,"H4.2 ,H8",Spontaneous Combustion; Corrosive,0.342,,US,D10,
CA,Y38,Organic cyanides,,6.1,H6.1,Toxic (Poisonous),0.207,,US,D10,
CA,Y39,"Phenols, phenol compounds, including chlorophenols",,4.1,"H4.1 ,H6.1",Flammable solids; Toxic (Poisonous),0.008,,US,D10,
CA,Y39,"Phenols, phenol compounds, including chlorophenols",,4.1,H4.1,Flammable solids,0.096,,US,D10,
CA,Y39,"Phenols, phenol compounds, including chlorophenols",,6.1,H6.1,Toxic (Poisonous),0.12,,US,D10,
CA,Y39,"Phenols, phenol compounds, including chlorophenols",,8.0,H8,Corrosive,1000.0,,US,D10,
CA,"Y39 ,Y9","Phenols, phenol compounds, including chlorophenols; Waste oil;  water",,,H12,Ecotoxic,1.637,,US,D10,
CA,"Y39 ,Y42","Phenols, phenol compounds, including chlorophenols; Organic solvents",,3.0,"H3 ,H8",Flammable Liquids; Corrosive,13.132,,US,D10,
CA,"Y40 ,Y9",Ethers; Waste oil;  water,,,H12,Ecotoxic,1.771,,US,D10,
CA,"Y40 ,Y34",Ethers; Acidic solutions (or solids),,8.0,"H8 ,H3",Corrosive; Flammable Liquids,0.32,,US,D10,
CA,Y41,Halogenated organic solvents,,3.0,H3,Flammable Liquids,6.145,,US,D10,
CA,Y41,Halogenated organic solvents,,4.3,"H4.3 ,H3",Flammable Gases in contact with water; Flammable Liquids,0.007,,US,D10,
CA,Y41,Halogenated organic solvents,,6.1,H6.1,Toxic (Poisonous),0.339,,US,D10,
CA,Y41,Halogenated organic solvents,,6.1,"H6.1 ,H3",Toxic (Poisonous); Flammable Liquids,0.16,,US,D10,
CA,Y41,Halogenated organic solvents,,6.1,H6.1,Toxic (Poisonous),9.464,,US,D10,
CA,"Y41 ,Y18",Halogenated organic solvents; Residues arising from industrial waste-disposal operations,,3.0,H3,Flammable Liquids,57.22,,US,D10,
CA,"Y41 ,Y34",Halogenated organic solvents; Acidic solutions (or solids),,8.0,H8,Corrosive,0.002,,US,D10,
CA,"Y41 ,Y42",Halogenated organic solvents; Organic solvents,,3.0,"H3 ,H6.1",Flammable Liquids; Toxic (Poisonous),452.497,,US,D10,
CA,"Y41 ,Y42",Halogenated organic solvents; Organic solvents,,3.0,H3,Flammable Liquids,1.284,,US,D10,
CA,"Y41 ,Y42",Halogenated organic solvents; Organic solvents,,4.1,H4.1,Flammable solids,1.8,,US,D10,
CA,"Y41 ,Y42",Halogenated organic solvents; Organic solvents,,6.1,H6.1,Toxic (Poisonous),30.492,,US,D10,
CA,"Y41 ,Y42 ,Y6",Halogenated organic solvents; Organic solvents; Wastes from the production and use of organic solvents,,3.0,"H3 ,H6.1",Flammable Liquids; Toxic (Poisonous),35.22,,US,D10,
CA,"Y41 ,Y42 ,Y9",Halogenated organic solvents; Organic solvents; Waste oil;  water,,,H12,Ecotoxic,11.202,,US,D10,
CA,"Y41 ,Y42 ,Y12","Halogenated organic solvents; Organic solvents; Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",,3.0,H3,Flammable Liquids,1.146,,US,D10,
CA,"Y41 ,Y42 ,Y12","Halogenated organic solvents; Organic solvents; Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",,4.1,H4.1,Flammable solids,53.97,,US,D10,
CA,"Y41 ,Y42 ,Y13","Halogenated organic solvents; Organic solvents; Wastes from production, formulation, and use of resins, latex, plasticizers, and glues ,adhesives",,3.0,H3,Flammable Liquids,0.449,,US,D10,
CA,Y42,Organic solvents,,3.0,H3,Flammable Liquids,1.6,,US,D10,
CA,Y42,Organic solvents,,3.0,H3,Flammable Liquids,0.636,,US,D10,
CA,Y42,Organic solvents,,3.0,"H3 ,H6.1",Flammable Liquids; Toxic (Poisonous),0.495,,US,D10,
CA,Y42,Organic solvents,,3.0,H3,Flammable Liquids,0.037,,US,D10,
CA,Y42,Organic solvents,,3.0,H3,Flammable Liquids,0.12,,US,D10,
CA,Y42,Organic solvents,,3.0,H3,Flammable Liquids,0.176,,US,D10,
CA,Y42,Organic solvents,,3.0,H3,Flammable Liquids,339.6,,US,D10,
CA,Y42,Organic solvents,,3.0,H3,Flammable Liquids,3.239,,US,D10,
CA,Y42,Organic solvents,,4.1,H4.1,Flammable solids,13.491,,US,D10,
CA,Y42,Organic solvents,,4.1,"H4.1 ,H6.1",Flammable solids; Toxic (Poisonous),0.052,,US,D10,
CA,Y42,Organic solvents,,6.1,H6.1,Toxic (Poisonous),0.114,,US,D10,
CA,Y42,Organic solvents,,6.1,"H6.1 ,H3",Toxic (Poisonous); Flammable Liquids,0.33,,US,D10,
CA,Y42,Organic solvents,,6.1,"H6.1 ,H4.1",Toxic (Poisonous); Flammable solids,0.003,,US,D10,
CA,"Y42 ,Y6",Organic solvents; Wastes from the production and use of organic solvents,,3.0,H3,Flammable Liquids,3.2,,US,D10,
CA,"Y42 ,Y6",Organic solvents; Wastes from the production and use of organic solvents,,3.0,H3,Flammable Liquids,233.509,,US,D10,
CA,"Y12 ,Y42","Organic solvents; Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",,3.0,H3,Flammable Liquids,0.008,,US,D10,
CA,"Y42 ,Y12","Organic solvents; Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",,8.0,H8,Corrosive,0.12,,US,D10,
CA,"Y42 ,Y13 ,Y6","Organic solvents; Wastes from production, formulation, and use of resins, latex, plasticizers, and glues ,adhesives; Wastes from the production and use of organic solvents",,3.0,H3,Flammable Liquids,331.165,,US,D10,
CA,"Y42 ,Y18",Organic solvents; Residues arising from industrial waste-disposal operations,,3.0,H3,Flammable Liquids,77.589,,US,D10,
CA,"Y42 ,Y18",Organic solvents; Residues arising from industrial waste-disposal operations,,4.1,H4.1,Flammable solids,495.33,,US,D10,
CA,"Y42 ,Y30",Organic solvents; Thallium,,3.0,"H3 ,H8",Flammable Liquids; Corrosive,0.228,,US,D10,
CA,"Y42 ,Y34",Organic solvents; Acidic solutions (or solids),,3.0,"H3 ,H6.1",Flammable Liquids; Toxic (Poisonous),0.042,,US,D10,
CA,"Y42 ,Y34",Organic solvents; Acidic solutions (or solids),,8.0,"H8 ,H3",Corrosive; Flammable Liquids,0.004,,US,D10,
CA,"Y42 ,Y35",Organic solvents; Basic solutions (or solids),,3.0,"H3 ,H6.1",Flammable Liquids; Toxic (Poisonous),0.025,,US,D10,
CA,"Y42 ,Y39","Organic solvents; Phenols, phenol compounds, including chlorophenols",,3.0,"H3 ,H8",Flammable Liquids; Corrosive,0.973,,US,D10,
CA,"Y42 ,Y41",Organic solvents; Halogenated organic solvents,,3.0,"H3 ,H6.1",Flammable Liquids; Toxic (Poisonous),115.25,,US,D10,
CA,"Y42 ,Y41",Organic solvents; Halogenated organic solvents,,6.1,H6.1,Toxic (Poisonous),6.205,,US,D10,
CA,"Y6, Y41, Y42",Organic solvents; Halogenated organic solvents; Wastes from the production and use of organic solvents,,3.0,"H3 ,H6.1",Flammable Liquids; Toxic (Poisonous),16.765,,US,D10,
CA,Y45,Organohalogen Coumpount,,3.0,"H3 ,H6.1",Flammable Liquids; Toxic (Poisonous),3.757,,US,D10,
CA,Y45,Organohalogen Coumpount,,6.1,H6.1,Toxic (Poisonous),9.188,,US,D10,
CA,Y45,Organohalogen Coumpount,,6.1,H6.1,Toxic (Poisonous),0.02,,US,D10,
CA,"Y45 ,Y18",Organohalogen Coumpount; Residues arising from industrial waste-disposal operations,,6.1,H6.1,Toxic (Poisonous),95.0,,US,D10,
