"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code",Column 13,Column 14,Column 15
HR,Y6,,A4060,,,,523.82,SI,AT,D9,,,,
HR,Y6,,A3140,,,,23.14,SI,AT,D10,,,,
HR,Y9,,A4060,,,,840.43,SI,AT,D9,,,,
HR,Y9,,,,,,96.1,,SI,,R3,,,
HR,Y9,,,,,,78.66,,SI,,R3,,,
HR,Y10,,A3180,,,,21.7,"SI, AT, DE",CH,D10,,,,
HR,Y12,,A4070,,,,217.06,"SI, AT",DE,D10,,,,
HR,Y12,,A4130,,,,602.7,SI,AT,,"R3, R4",,,
HR,Y12,,A4070,,,,431.6,"SI, AT",DE,D10,,,,
HR,Y12,,A4070,,,,42.58,SI,AT,D10,,,,
HR,Y12,,A4070,,,,18.74,SI,AT,D10,,,,
HR,Y16,,,,,,42.73,SI,AT,D9,,,,
HR,Y16,,,,,,158.3,SI,AT,D10,,,,
HR,Y17,,,,,,25.2,"SI, AT",DE,D10,,,,
HR,Y17,, A3140,,,,0.07,"SI, AT",DE,,R4,,,
HR,Y17,,A3140,,,,0.19,"SI, AT",DE,,R4,,,
HR,Y17,,B1150,,,,0.92,"SI, AT",DE,,R4,,,
HR,Y17,,B1150,,,,2.26,"SI, AT",DE,,R4,,,
HR,Y18,,,,,,322.16,"SI, AT",DE,D1,,,,
HR,Y18,,,,,,2966.29,"SI, AT",DE,D10,,,,
HR,Y18,,,,,,216.28,"SI, AT",DE,D10,,,,
HR,Y18,,,,,,550.84,"SI, AT",DE,,R4,,,
HR,Y18,,,,,,436.29,SI,AT,D10,,,,
HR,Y18,,,,,,12.32,SI,AT,D10,,,,
HR,Y18,,,,,,32.35,SI,AT,D10,,,,
HR,Y18,,,,,,212.81,SI,AT,D10,,,,
HR,Y18,,,,,,416.85,SI,AT,D10,,,,
HR,Y18,,,,,,216.94,SI,AT,D10,,,,
HR,Y18,,,,,,196.5,SI,AT,D10,,,,
HR,Y18,,,,,,65.34,SI,AT,D10,,,,
HR,Y23,,A1170,,,,47.1,"SI, AT",DE,,R4,,,
HR,Y23,,A1170,,,,71.92,"SI, AT",DE,,R4,,,
HR,Y26,,A1180,,,,41.26,"SI, AT",DE,D12,,,,
HR,Y26,,A1170,,,,0.03,"SI, AT",DE,,R4,,,
HR,Y31,,A1160,,,,3152.58,,SI,,R4,,,
HR,Y31,,A1160,,,,2202.03,,SI,,R4,,,
HR,Y31,,"A1160
,A1180",,,,204.98,,RS,,R4,,,
HR,Y31,,,,,,91.68,,RS,,R4,,,
HR,Y31,,A3040,,,,5.24,"SI, AT",DE,,R4,,,
HR,Y31,,A3040,,,,20.17,"SI, AT",DE,,R4,,,
HR,Y31,,B1150,,,,0.4,"SI, AT",DE,,R4,,,
HR,Y31,,B1150,,,,4.99,"SI, AT",DE,,R4,,,
HR,Y34,,A4060,,,,19.02,SI,AT,D9,,,,
HR,Y34,,A1060,,,,72.18,"SI, AT",DE,,R4,,,
HR,Y34,,A1060,,,,100.26,SI,AT,,R12,,,
HR,Y34,,A1060,,,,73.2,SI,AT,,"R4, R5",,,
HR,Y35,,A4090,,,,22.78,SI,AT,D9,,,,
HR,Y35,,A4090,,,,22.12,SI,AT,D9,,,,
HR,Y36,,A2050,,,,259.56,"SI, AT",DE,D5,,,,
HR,Y36,,A2050,,,,96.46,"SI, AT",DE,D1,,,,
HR,Y36,,A2050,,,,1181.1,"SI, AT",DE,D1,,,,
HR,Y36,,A2050,,,,1007.85,"SI, AT",DE,D5,,,,
HR,Y36,,A4130,,,,17.02,"SI, AT",DE,,R4,,,
HR,Y36,,A2050,,,,489.45,"SI, AT",DE,D1,,,,
HR,Y41,,A3150,,,,22.2,"SI, AT",DE,D10,,,,
HR,Y41,,A3150,,,,116.5,SI,AT,,R2,,,
HR,Y41,,A3160,,,,621.09,SI,AT,D10,,,,
HR,Y42,,A3140,,,,182.82,"SI, AT, CZ",PL,D10,,,,
HR,Y42,,A3140,,,,19.4,"SI, AT, CZ",PL,D10,,,,
HR,Y42,,A3140,,,,427.88,"SI, AT",DE,D10,,,,
HR,Y42,,A3140,,,,149.06,"SI, AT",DE,D10,,,,
HR,Y42,,A3140,,,,0.15,"SI, AT",DE,,R4,,,
HR,Y42,,A3140,,,,0.86,"SI, AT",DE,,R4,,,
HR,Y46,,A1170,,,,44.11,"SI, AT",DE,,R4,,,
HR,Y46,,A1170,,,,0.01,"SI, AT",DE,,R4,,,
HR,Y46,,A1170,,,,5.85,"SI, AT",DE,,R4,,,
LT,Y1,,,,,,746.717,,LV,,R12,,,
LT,Y1,,,,,,204.957,,LV,,"R12, R1, R3, R4 R5",,,
LT,Y10,,,,,,35.292,,LV,,"R3, R4, R12, R13",,,
LT,Y12,,,,,,163.422,,PL,D10,,,,
LT,Y18,,,,,,4.046,,DE,,R3,,,
LT,Y26,,,,,,22.5,"LV, EE",FI,,R4,,,
LT,Y29,,,,,,8.0,,LV,,"R4, R5, R12, R13",,,
LT,Y29,,,,,,55.845,,LV,,"R11, R12",,,
LT,Y29,,,,,,87.531,,LV,,"R4, R5,R13",,,
LT,Y31,,,,,,3627.16,PL,DE,,R4,,,
LT,Y31,,,,,,482.584,LV,EE,,"R4, R13",,,
LT,Y31,,,,,,11295.163,,PL,,R4,,,
LT,Y31,,,,,,548.33,PL,DE,,R4,,,
LT,"Y31, Y34",,,,,,955.016,PL,CZ,,R4,,,
LT,"Y31, Y34",,,,,,484.644,LV,EE,,R4,,,
LT,Y45,,,,,,165.54,,LV,,"R3, R4, R12, R13",,,
LT,Y5,,,,,,35.963,PL,DE,,R1,,,
LT,"Y6, Y12, Y42",,,,,,28.81,,LV,,R2,,,
LT,Y8,,,,,,1584.58,,PL,,R9,,,
LT,Y8,,,,,,174.066,,PL,D10,,,,
LT,Y8,,,,,,191.21,,PL,,"R1, R4, R9, R12",,,
LT,Y9,,,,,,288.78,,PL,,R9,,,
LT,Y9,,,,,,23.02,LV,EE,,R3,,,
LT,Y26,,,,,,162.7,,EE,,R4,,,
LV,Y31,lead batteries,A1160,8.0,"H8, H12",,3633.04,,LT,,"R4, R5, R12, R13",,,
LV,"Y31, Y34",lead batteries,A1160,"8, 9","H8, H12",,4285.82,,EE,,"R4, R13",,,
LV,Y26,unsorted batteries and accumulators,A1170,8.0,H12,,21.195,,DE,,R4,,,
LV,Y17,hydrochloric acid,AD100,,H8,,183.1,LT,DK,D9,,,,
LV,Y9,waste oils,A4060,1993.0,H3,,2216.0,,LT,,R9,,,
LV,Y9,waste oils,A4060,1993.0,H3,,405.96,LT,PL,,R9,,,
LV,Y9,waste oils,A4060,1993.0,"H3, H12",,781.52,,EE,,"R1, R3, R5",,,
LV,Y31,WEEE,A1180,,"H6.1, H12",,0.249,,LT,,R4,,,
LV,Y10,WEEE,A1180,9.0,H14,,5.16,,EE,"D10, D13, D15",,,,
LV,"Y22,Y31",WEEE,A1180,9.0,H12,,43.591,,DE,,"R4, R12",,,
LV,"Y12,Y14,Y41,Y42",discarded organic chemicals consisting of or containing dangerous substances,A4140,,"H3, H12",,93.8,,SE,,R1,,,
LV,"Y12,Y14,Y41,Y42",discarded organic chemicals consisting of or containing dangerous substances,A4140,,H12,,47.841,,EE,,R1,,,
LV,"Y12,Y14,Y41,Y42",solvents,A3150,3.0,"H3, H12",,102.001,,EE,,R1,,,
LV,Y18,"chlorofluorocarbons, HCFC, HFC",AC150,2.0,,,2.7,,DE,D10,,,,
LV,Y12,paint and pigment waste,A4070,,H3,,32.54,,EE,D9,,,,
LV,Y__,waste absorbents containing oil,,3178.0,"H4, H1",,16.479,,EE,,R12,,,
MA,Y34,Liquide aqueux de rincage contenant des substances dangereuses ,A4140,1759/3266/3265/3264,H8,,40.0,,ES,D9,,,,
MA,Y29,Tubes néons-tubes fluorescents,B1110,,H12,,5.0,,ES,,"R13, R5",,,
MA,Y17,Boue de phosphatation,A1050,,H12,,4027.0,,ES,,"R13, R1",,,
MA,Y13,Mastic chloré et non chlorés,A3050,,H12,,798.0,,ES,"D15, D10",,,,
MA,Y6,Liquide organique inflammable,A3140,1993.0,H3,,1510.0,,ES,,"R13, R1",,,
MA,Y12,Huiles usagées,A3020,,,,320.0,,ES,,"R13, R1",,,
MA,Y12,Déchets de peintures polymérisées (y compris les boues),A4070,1263.0,H3,,800.0,,ES,,"R13, R1",,,
MA,Y13,Déchets de décapage de peintures ou vernis,A3050,3077.0,H12,,100.0,,ES,D9,,,,
MT,Y36,Construction materials containing asbestos,A2050,9.0,11.0,2 - Solid,90.577,,ES,"D15, D5",,,,
MT,"Y23, Y31, Y43,Y4","Fly ashes from combustion process or Residues from Scrubbing Treatment, Filter Cake from Gas Treatment",A4110,9.0,12.0,1 - Powder  ,8.894,,IT ,D9,,,,
MT,"Y23, Y31, Y43,Y4","Fly ashes from combustion process or Residues from Scrubbing Treatment, Filter Cake from Gas Treatment",A4110,9.0,12.0,1 - Powder  ,89.926,,IT ,D9,,,,
MT,Y31,"Lead-Acid Batteries, Wholem or Crushed, Drained",A1160,8.0,"8,12",2 - Solid,116.34,SI,AT,,R4,,,
MT,"Y41, Y42","Organic Halogenated solvents, washing liquids and mother liquors",A3150,3.0,3.0,5 - Liquid,162.98,,ES,,R2,,,
MT,Y2,"Organic Solvents, washing liquids, mother liquors, and solid procrss waste with associated contaminated packaging",A3140,,"3, 6.1","5 - Liquid, 2- Solid",0.81,,ES,,R2,,,
MT,Y2,"Organic Solvents, washing liquids, mother liquors, and solid procrss waste with associated contaminated packaging",A3140,,"3, 6.1","5 - Liquid, 2- Solid",4.254,,ES,,R2,,,
MT,Y2,"Organic Solvents, washing liquids, mother liquors, and solid procrss waste with associated contaminated packaging",A3140,,"3, 6.1","5 - Liquid, 2- Solid",94.959,,ES,,R2,,,
MT,Y5,Shredded wood waste,AC170,9.0,12.0,2 - Solid,24.26,,DE,,"R12 , R1",,,
MT,Y__,solid pharmaceutical waste,A4110,9.0,"11,12",2 - Solid,20.02,,IT ,"D14 , D10",,,,
MT,"Y2, Y42",Solvent Mixture,A4010,"3, 6.1","3, 6.1",5 - Liquid,112.498,,DE,D10,,,,
MT,"Y23, Y31, Y43, Y44",Waste from gas cleaning containig dangerous substances (fly ash),A4110,9.0,12.0,1 - Powder  ,1246.32,LY,ES,D15,,,,
MT,Y8,Wastes of Liquid fuels and other fuels (inc. mixtures),A4060,3.0,3.0,5 - Liquid,6022.411,,PT,,R9,,,
MT,Y10,"Discarded equipment containing chloroflourocarbons, ",GC020,9.0,"4,14",2 - Solid,92.6,,IT,,"R3, R4",,,
MT,Y2,Aqueous washing liquid and mother liquors,A4010,6.1,6.1,5 - Liquid,19.126,,IT,"D15 , D9",,,,
MT,Y2,"Other organic solvents, washing liquids and mother liquors",A4010,"3, 6.1","6.1, 3",5 - Liquid,20.506,,IT,"D15 , D10",,,,
MT,Y2,Solid Pharmaceutical Waste,A4010,"9, 6.1","12, 6.1",2 - Solid,30.497,,IT,"D15 , D10",,,,
MT,Y36,Insulation Material containing Asbestos,A2050,9.0,11.0,2 - Solid,386.793,,ES,"D15 , D5",,,,
MT,"Y2,  Y6, Y9, Y12, Y13, Y14, 
Y17, Y18",Liquid combustible wastes containing dangerous substances ,,6.1,,"4- Sludgy, 5- Liquid",140.98,,IT,D9,,,,
MT,"Y2,  Y6, Y9, Y12, Y13, Y14, 
Y17, Y18",Solid combustible wastes containing dangerous substances ,,,"4.1,6.1, 8,12","1 - Powdery, 2 - Solid, 3 - Vicous, 4 - Sludgy",111.02,,IT,D9,,,,
MT,Y2,"Solid Pharmaceutical waste, tablets, capsules, raw material, packaging material",A4010,6.1,6.1,2 - Solid,41.7,,IT,"D15 , D10",,,,
MT,Y2,Aqueous washing liquid and mother liquors,A4010,9.0,12.0,4 - Sludge ,13.52,,IT,"D15 , D9",,,,
MT,Y2  ,"Organic Solvents, washing liquids and mother liqours",A4010,3.0,3.0,5 - Liquid,23.0,,IT,"D15 , D10",,,,
MT,"Y2, Y4",Solvent Mixture,A4140,"3, 6.1","3, 6.1",5 - Liquid,352.4,,ES,,"R12 , R1",,,
MT,"Y2, Y4",Solvent Mixture,A4140,"3, 6.1","3, 6.1",5 - Liquid,413.165,,DE,D10,,,,
MT,Y8,Waste of Liquid Fuels ,A4060,3.0,3.0,5 - Liquid,2392.0,,PT,,R9,,,
MT,Y31 ,Lead Acid Batteries  ,A1160,8.0,"8, 12",2 - Solid,239.871,SI,AT,,R4,,,
MT,Y2,Solid Pharmaceutical Waste,A4010,9.0,"11, 13",2 - Solid,89.26,,ES,"D15 , D9",,,,
MT,Y31,"Lead Acid Batteris, Wet and Dry",A1160,8.0,"8,12",2 - Solid,50.7,"EG, AE, MY, CN",KR,,"R3, R4",,,
MT,Y46,WEEE,A1180,9.0,12.0,2 - Solid,119.386,,ES,,R12,,,
MT,Y46,WEEE,A1180,9.0,12.0,2 - Solid,2.374,,ES,,R12,,,
MT,Y36,Asbestos Containing Materials,A2050,9.0,11.0,2 - Solid,10.36,"IT, AT ",DE,D5,,,,
MT,Y2,Solvent Reclamation/Mixture,A3140,33.0,"3, 6.1",5 - Liquid,45.332,,ES,,R2,,,
MT,Y2,Solvent Reclamation/Mixture,A3140,33.0,"3, 6.1",5 - Liquid,35.928,,ES,,R2,,,
MT,Y12,Paint Sludge and other solvents,A4070,3.0,"3,12","3- Paste, 4- Sludgy, 5- Liquid",10.9,,ES,,"R13 , R1",,,
MT,Y10,"Discarded equipment containing chloroflourocarbons, Discarded equipment containing chloroflourocarbons, HCFC, HFC",GC020,9.0,"4,14",2 - Solid,114.145,,IT,,"R3, R4",,,
MT,"Y23, Y31, Y43, Y44","fly ashes from combustion process or Residues from Scrubbing Treatment, Filter Cake from Gas Treatment, boiler washings",A4110,9.0,12.0,1 - Powder  ,176.796,,ES,D15,,,,
MT,"Y23, Y31, Y43, Y44","fly ashes from combustion process or Residues from Scrubbing Treatment, Filter Cake from Gas Treatment, boiler washings",A4110,9.0,12.0,1 - Powder  ,17.563,,ES,D15,,,,
MT,Y31,Lead Acid Batteries,A1160,8.0,8.0,"2 - Solid, 5 - Liquids",210.25,,ES,,"R4, R5, R6",,,
MT,Y2 ,Liquid pharmaceutical waste,A4010,"3,6.1","3, 6.1",5 - Liquid,106.659,,ES,D9,,,,
MT,Y2 ,Liquid pharmaceutical waste,A4010,"3,6.1","3, 6.1",5 - Liquid,38.562,,ES,D9,,,,
MT,Y2 ,Liquid pharmaceutical waste,A4010,"3,6.1","3, 6.1",5 - Liquid,24.216,,ES,D9,,,,
MT,Y2 ,Liquid pharmaceutical waste,A4010,"3,6.1","3, 6.1",5 - Liquid,0.347,,ES,D9,,,,
MT,Y2 ,Liquid pharmaceutical waste,A4010,"3,6.1","3, 6.1",5 - Liquid,0.796,,ES,D9,,,,
MT,Y31 ,Cathode Ray Tubes,A2010,9.0,13.0,2 - Solid,112.7,,NL,,"R12, R5",,,
MT,Y36,Construction materials containing asbestos,,,11.0,2 - Solid,104.0,"IT, AT",DE,D1,,,,
MT,Y36,Insulation materials containing asbestos,,9.0,11.0,2 - Solid,199.9,"IT, AT",DE,D1 ,,,,
MT,Y2,"Solid Pharmaceutical waste, tablets, capsules, raw material, packaging material",A4010,6.1,6.1,2 - Solid,18.876,,IT,"D15 , D10",,,,
MT,"Y2, Y41 ","Organic solvents, washing liquids and mother liqours, halogenated solvent, washing liquids and mother liquors",A4010,,"3, 6.1",5 - Liquid,10.0,,IT,"D15 , D10",,,,
MT,Y17,Sludges generated from on-siete effluent treatment precipitated metal hydroxides containing dangerous sustances,A1050,9.0,12.0,2 - Solid,14.886,"IT, AT ",DE,,R4 ,,,
MT,Y31,"Lead Acid Batteries, Wet and Dry",A1160,8.0,"8, 12",2 - Solid,183.145,"EG, AE, MY, CN",KR,,"R3,  R4",,,
MT,Y31,"Lead Acid Batteries, whole,crushed or drained",A1160,8.0,"8, 12",2 - Solid,81.13,FR,BE,,"R12 , R4",,,
MT,Y10,WEEE,GC020,9.0,"4, 14",2- Solid,63.25,,IT,,"R4, R3",,,
MT,Y3,Cytoxic & Cutostatic Medicines,A4010,6.1,6.1,"2- Solid, 5- Liquid",6.58,,IT,"D14 , D10",,,,
ME,"Y31,Y34",,A1160,,"H8,H12",,1800,"BA,HR",SI,,R4,,,
ME,"Y8,Y9",,A3020,,"H3,H12",,1000,"HU,RS,SI",AT,,R1,,,
ME,"Y31,Y34",,A1160,,"H8,H12",,3000,,BA,,R4,,,
ME,"Y31,Y34",,A1160,,"H8,H12",,800,RS,RS,,R4,,,
ME,Y__,EWC100304*,,,H4.3,,1000,"BA,HR",SI,,R5,,,
MY,Y22,METAL HYDROXIDE SLUDGE ,,,,SLUDGE,13.0,,JP,,R4,,,
MY,Y22,METAL HYDROXIDE SLUDGE ,,,,SLUDGE,40.0,,BE,,R4,,,
MY,Y22,METAL HYDROXIDE SLUDGE ,,,,SLUDGE,37.0,,US,,R4,,,
MY,Y26,NICKEL CADMIUM SCRAP BATTERIES,,,,ECOTOXIC,5.0,,SG,,R4,,,
MY,Y26,NICKEL CADMIUM SCRAP BATTERIES,,,,ECOTOXIC,100.0,,KR,,R8,,,
MY,Y26,NICKEL CADMIUM SCRAP BATTERIES,,,,ECOTOXIC,10.0,,SE,,R4,,,
MY,Y__,SPENT CATALYST,,,,SOLID,336.0,,BE,,R8,,,
MY,Y__,SPENT CATALYST,,,,SOLID,32.0,,US,,R4,,,
MY,Y__,SPENT CATALYST,,,,SOLID,200.0,,FI,,R4,,,
MY,Y__,SPENT CATALYST,,,,SOLID,24.0,,DE,,R4,,,
MY,Y__,SPENT CATALYST,,,,SOLID,53.0,,NL,,R4,,,
MY,Y__,SPENT CATALYST,,,,SOLID,30.0,,SG,,R4,,,
MY,Y__,SPENT CATALYST,,,,SOLID,13.0,,SE,,R4,,,
MY,Y__,ALUMINIUM DROSS,,,,SOLID,1300.0,,JP,,R4,,,
MY,Y12,USED TONER,,,,SOLID,143.0,,TH,,R5,,,
MY,Y12,USED TONER,,,,SOLID,270.0,,CA,,R5,,,
MY,Y__,ELECTRONIC WASTE,,,,SOLID,188.0,,DE,,R4,,,
MY,Y__,ELECTRONIC WASTE,,,,SOLID,104.0,,JP,,R4,,,
MY,Y__,ELECTRONIC WASTE,,,,SOLID,261.0,,TH,,R4,,,
MY,Y__,ELECTRONIC WASTE,,,,SOLID,920.0,,US,,R4,,,
MY,Y39,WASTE ORGANIC SOLVENT,,,,LIQUID,66.0,,DE,,R3,,,
NZ,Y1,,,,6.1,,98.087,,AU,D10,,,,
NZ,Y4,,,,6.1,,19.3,,DE,D10,,,,
NZ,Y6,,,,6.1,,125.74999999999999,,DE,D10,,,,
NZ,Y9,,,,13,,14.441,,AU,,R4,,,
NZ,Y10,,,,11,,12.556,,FR,D10,,,,
NZ,Y29,,,,11,,87.814,,AU,,"R4,R5",,,
NZ,Y31,,,,8,,3420.0,,KR,,R4,,,
NZ,Y31,,,,12,,9.742,,SG,,R4,,,
NZ,Y31,,,,13,,29.080999999999996,,SG,,R4,,,
NZ,Y31,,,,"6.1,11,12",,56.084,,NL,,R5,,,
NZ,"Y22,Y23,Y26",,,,"12,13",,28.0,,BE,,R4,,,
NZ,"Y22,Y23,Y26",,,,"12, 13",,111.5,,SG,,R4,,,
NZ,"Y31,Y34",,,,"6.1,8,11",,193.64499999999998,,PH,,"R4,R5,R6",,,
NZ,"Y31,Y34",,,,"8,11",,6532.041000000001,,KR,,R4,,,
NZ,"Y31,Y34",,,,"8,6.1,11",,1702.696,,KR,,R4,,,
NZ,"Y32,Y33",,,,"4.3,6.1",,3.301,,DE,,R4,,,
NZ,"Y12,Y20,Y22,Y25,Y26,Y27,Y29,Y31",,,,"11,12, 13",,17.5,,JP,,"R4,R5",,,
PA,Y31,,A1160,9,H11,,5460,,KR,,R4,,,
PA,Y31,,A1160,9,H11,,10000,,PE,,R4,,,
PH, Y31,Printed Wiring Boards,,, H11,Solid ,1000.0,,JP,,R4,,,
PH, Y31,Microsolder balls,,, H11,Solid ,100.0,,JP,,R4,,,
PH, Y18,Used toners and ink cartridges,,, H13,Solid ,200.0,,SG,,R4,,,
PH, Y17,"Ion Exchange Resin Scrap, Chelate Resin Scrap, Au Cathode Drum, Pd Cathode Drum, Activated Carbon Scrap and Filter Cartridge",,, H11,Solid ,100.0,,JP,,R4,,,
PH, Y22,"Waste catalytic substances comprising of Nickel and Nickel Oxide, Silica/Aluminum Oxide/ Magnesium",,, H4.2,Solid,17.2,,JP,,R4,,,
PH," Y31, Y33",EMEW CELL,,, H11,Solid,1.0,,JP,,R4,,,
PH, Y9,"Grinding sludge with coolant filters, coalesce sludge, oil/solvent, contaminated debris, special process sludge, clay treat slduge and filter press sludge",,, H11,Sludge/Liquid,300.0,"SG,EG, IT, NL, DE",FI,D10,,,,
PH,Y42,PI and PR contaminated containers,,,H12,Solid,100.0,"SG,EG, IT, NL, DE",FI,D10,,,,
PH, Y13,waste impregnation resin,,, H11,Solid,50.0,"SG,EG, IT, NL, DE",FI,D10,,,,
PH, Y31,Printed Wiring Board (PWB),,,H11,Solid,1000.0,,JP,,R4,,,
PH, Y18,"Used electrical and electronics parts and accessories (computer and mobile phones, litium-ion batteries)",,, H13,Solid,0.3,,SG,,R4,,,
PH,Y17,Galvanic Sludge (Y17),,, H11,"Powdery/powder, Solid, Sludge",2000.0,TW,US,,R4,,,
" Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31",crushed printed circuit boards,,," H11,H12",Solid,840.000,,KR,,R4,,Updated by yoonie 10/12/2015 ,,
 Y22,Silver sludge,,,,"Sludge, Solid",150.000,,KR,,R4,,,,
" Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31",Scrap/obsolete electronic components,,," H11,H12",Solid ,40.000,,KR,,R4,,,,
" Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31",Scrap/obsolete electronic components,,," H11,H12",Solid ,40.000,,KR,,R4,,,,
PH, Y21,"Heavy metal contaminated debris, waste filters, and dust collector debris",,, H11,Solid,150.0,"SG,EG, IT, NL, DE",FI,D10,,,,
PL,Y8,,A3020,,12.0,,217.9,,DE,,R9,,,
PL,Y8,,A3020,,12.0,,494.06,,DE,,R9,,,
PL,Y8,,,,,,74.56,,DE,D9,,,,
PL,Y8,,A3020,,3,,265.12,,DE,,R9,,,
PL,Y10,,A3180,9.0,11.0,,41.414,,FR,D10,,,,
PL,Y10,,A3180,9.0,"11, 12",,20.866,,BE,D10,,,,
PL,Y17,,A1050,9.0,12.0,,64.014,,DE,,R4,,,
PL,Y17,,A1050,9.8,12.0,,94.14,,DE,,R4,,,
PL,Y17,,A1050,9.0,12.0,,77.69,,DE,,R4,,,
PL,Y17,,A1050,9.0,12.0,,47.57,,DE,,R4,,,
PL,Y17,,A1050,9.0,12.0,,262.58,,DE,,R4,,,
PL,Y17,,A1050,9,12,,27.715,,DE,,R4,,,
PL,Y17,,A1130,6.1,6.1,,88.948,,BE,,"R4, R6",,,
PL,Y18,,A4160,,,,82.691,,BE,,R7,,,
PL,Y26,,A1170,8,8,,24.068,,FR,,R4,,,
PL,Y29,,A1030,,6.1,,89.62,,DE,D12,,,,
PL,Y31,,A2010,,11.0,,2924.74,,DE,,R5,,,
PL,"Y17,  Y23",,A1060,8.0,8.0,,258.1,,CZ,,R4,,,
PL,"Y29,Y33,Y34, Y35",,A4140,9.0,"6,1, 8",,8.57,,DE,,"R3, R4, R5",,,
PL,"Y6, Y17, Y42",,A4070,4.1,4.1,,0.309,,NL,,R4,,,
PL,"Y6, Y17, Y42",,A4070,4.1,4.1,,0.584,5507.101,NL,,R4,,,
PL,Y__,Hazardous components removed from discarded equipment (16 02 15*),A1180,,11.0,,16.54,,DE,,R5,,,
PL,Y__,Hazardous components removed from discarded equipment (16 02 15*),A1180,160215N,11.0,,76.94,,DE,,R12,,,
PL,Y__,Spent catalysts containing dangerous transition metals  or dangerous transition metal compounds (16 08 02*),A2030,4.1,4.1,,17.803,,DE,,R4,,,
PL,Y__,Spent catalysts containing dangerous transition metals  or dangerous transition metal compounds (16 08 02*),A2030,4.2,"4.2, 11",,3799.939,,AT,,R4,,,
PL,Y__,Spent catalysts containing dangerous transition metals  or dangerous transition metal compounds (16 08 02*),A2030,4.2,"4.2, 11",,661.248,8179.949999999999,AT,,R4,,,
PT,Y1,,,,,,289.0,,ES,D9,,,,
PT,Y1,,,,,,145.0,,ES,D10,,,,
PT,Y1,,,,,,17.0,"ES,FR,BL",DE,D10,,,,
PT,Y3,,,,,,21.0,,ES,D10,,,,
PT,Y10,,,,,,57.0,ES,FR,D10,,,,
PT,Y15,,,,,,24.0,"ES,FR,BL",DE,D10,,,,
PT,Y32,,,,,,7.0,ES,FR,D10,,,,
PT,Y45,,,,,,26.0,ES,FR,D10,,,,
PT,Y6,,,,,,190.0,,ES,,R2,,,
PT,Y8,,,,,,146.0,,ES,,R4,,,
PT,Y8,,,,,,13069.0,,ES,,R9,,,
PT,Y8,,,,,,978.0,"ES,FR,BL",DE,,R9,,,
PT,Y10,,,,,,50.0,,ES,,R4,,,
PT,Y13,,,,,,157.0,"ES,FR,BL",DE,,R5,,,
PT,Y17,,,,,,123.0,"ES,FR,BL",DE,,R4,,,
PT,Y18,,,,,,57.0,,ES,,R5,,,
PT,Y23,,,,,,32.0,"ES,FR,BL",DE,,R4,,,
PT,Y23,,,,,,23.0,ES,FR,,R4,,,
PT,Y23,,,,,,30.456,,ES,,R4,,,
PT,Y29,,,,,,7.0,"ES,FR,BL",DE,,R4,,,
PT,Y31,,,,,,15.87,,ES,,R4,,,
PT,Y31,,,,,,4.0,ES,FR,,R4,,,
PT,Y31,,,,,,124.0,,ES,,R5,,,
PT,Y34,,,,,,46.0,,ES,,R4,,,
PT,Y42,,,,,,82.0,,ES,,R2,,,
PT,Y45,,,,,,18.0,,ES,,R3,,,
RS,Y17,waste from chemical surface treatments containing metals and sluge,A1050,9,H13,Capable any of the characteristics listed above,245.46,HU,AT,"D1,D9",,,,
RS,Y31,"waste lead acid abaterries, lead Pb","A1160,A1170",8,"H8,H11","Corrosives, Toxic",2282.808,,BG,,R4,,,
RS,"Y10,Y29,Y31","waste screens from dismantling of electrical and electronic equipment, TV",A1180,9,"H11,H12","Ecotoxic, Toxic (Delayed or chronic)",322.4,,BG,,"R12,R13",,,
RS,Y18,Residues arising from industrial waste disposal operations,A1180,9,H12,Ecotoxic,16.6,HU,AT,D10,,,,
RS,Y40,Ethers,A2010,9,H10,Liberation of toxic gases in contact with air or water,361.4,"AT,DE,HU",NL,,R5,,,
RS,"Y22,Y42","Copper compounds, Organic solvents excluding halogenated solvents",A2030,"6.1,8","H6.1,H8","Poisonous, Corrosives (Acute",170.1,,RO,,"R2,R13",,,
RS,Y10,Waste substances and articles containing or contaminated with polychlorinated biphenyls (PCBs) and/or polychlorinated terphenyls (PCTs) and/or polybrominated biphenyls (PBBs),A3180,9,"H11,H12,H13","Ecotoxic, chronic delay, any of the characteristics listed above",17.9,,RO,,"R12,R13",,,
RS,"Y8,Y9,Y18",Waste mineral oils unfit for their originally intended use,A3020,"3,9","H3,H12,H13","Ecotoxic, any of the characteristics listed above",1.3,HU,AT,D10,,,,
RS,Y8,Waste mineral oils unfit for their originally intended use,A3020,9,H13,Capable any of the characteristics listed above,602.86,MK,GR,,R9,,,
RS,"Y2,Y3","Wastes from the production and preparation of pharmaceutical products, Waste pharmaceuticals, drugs and medicines",A4010,"6.1,9","H6.1,H6.2,H11,H12,H13","Poisonous (Acute) Infectious substances, Toxic, Ecotoxic, capable any of the characteristics listed above",238.055,HU,AT,D10,,,,
