"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code",Column 13
IE,Y42,07 07 04*,,,,,25.16,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.96,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.81,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.56,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.39,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.24,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.62,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.86,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.74,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.58,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.66,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.68,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.32,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.48,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.22,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,22.42,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.66,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.58,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.68,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.2,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.7,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.64,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.62,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.46,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.2,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.72,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.4,,BE,,R13,
IE,Y42,07 07 04*,,,,,27.28,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.28,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.14,,BE,,R13,
IE,Y42,07 07 04*,,,,,21.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.78,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.72,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.24,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.18,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.56,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.02,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.56,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.76,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.76,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.16,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.42,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.6,,BE,,R13,
IE,Y42,07 07 04*,,,,,27.42,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.94,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.32,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.34,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.14,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.64,,BE,,R13,
IE,Y42,07 07 04*,,,,,27.36,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.46,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.18,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.5,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.48,,BE,,R13,
IE,Y42,07 07 04*,,,,,27.08,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.48,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.06,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.38,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.96,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.78,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.6,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.56,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.78,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.74,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.9,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.56,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.28,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.16,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.76,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.06,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.48,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.8,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.58,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.7,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.46,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.8,,BE,,R13,
IE,Y42,07 07 04*,,,,,29.32,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.18,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.76,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.36,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.66,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.2,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.12,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.76,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.6,,BE,,R13,
IE,Y42,07 07 04*,,,,,21.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.86,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.64,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.72,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.4,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.88,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.8,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.46,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.6,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.42,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.3,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.42,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.06,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.86,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.32,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.1,,BE,,R13,
IE,Y42,07 07 04*,,,,,21.02,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.42,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.22,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.04,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.92,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.84,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.06,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.18,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.34,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.4,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.96,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.76,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.3,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.72,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.04,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.86,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.06,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.82,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.4,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.54,,BE,,R13,
IE,Y42,07 07 04*,,,,,27.12,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.82,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.1,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.5,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.1,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.04,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.42,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.14,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.84,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.98,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.42,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.7,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.74,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.5,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.92,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.98,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.54,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.72,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.38,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.7,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.3,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.18,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.38,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.68,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.94,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.12,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.32,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.24,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.86,,BE,,R13,
IE,Y42,07 07 04*,,,,,22.74,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.84,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.6,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.92,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.8,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.72,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.42,,BE,,R13,
IE,Y42,07 07 04*,,,,,27.04,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.9,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.82,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.46,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.24,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.48,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.8,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.52,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.28,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.54,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.48,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.78,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.06,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.8,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.34,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.52,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.7,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.7,,BE,,R13,
IE,Y42,07 07 04*,,,,,27.1,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.8,,BE,,R13,
IE,Y42,07 07 04*,,,,,21.78,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.46,,BE,,R13,
IE,Y42,07 07 04*,,,,,27.18,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.46,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.08,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.36,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.92,,BE,,R13,
IE,Y42,07 07 04*,,,,,22.88,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.7,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.16,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.48,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.54,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.26,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.26,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.84,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.34,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.56,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.42,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.98,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.88,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.14,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.04,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.58,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.06,,BE,,R13,
IE,Y42,07 07 04*,,,,,22.94,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.48,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.04,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.88,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.72,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.96,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.14,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.9,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.44,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.72,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.16,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.14,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.22,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.26,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.7,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.3,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.28,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.8,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.86,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.14,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.22,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.82,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.6,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.6,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.66,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.3,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.16,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.12,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.06,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.18,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.86,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.96,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.12,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.4,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.88,,BE,,R13,
IE,Y42,07 07 04*,,,,,27.26,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.46,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.82,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.42,,BE,,R13,
IE,Y42,07 07 04*,,,,,21.28,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.58,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.28,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.5,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.78,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.72,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.66,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.88,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.62,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.96,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.4,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.56,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.86,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.76,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.52,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.76,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.44,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.82,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.62,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.24,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.2,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.54,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.96,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.14,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.6,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.3,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.6,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.14,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.12,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.8,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.72,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.92,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.5,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.16,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.22,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.1,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.94,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.14,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.66,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.38,,BE,,R13,
IE,Y42,07 07 04*,,,,,21.42,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.48,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.46,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.38,,BE,,R13,
IE,Y42,07 07 04*,,,,,22.8,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.04,,BE,,R13,
IE,Y42,07 07 04*,,,,,21.54,,BE,,R13,
IE,Y42,07 07 04*,,,,,20.78,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.08,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.56,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.66,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.96,,BE,,R13,
IE,Y42,07 07 04*,,,,,21.54,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.24,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.9,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.88,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.96,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.88,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.66,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.52,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.92,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.72,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.02,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.34,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.5,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.0,,BE,,R13,
IE,Y42,07 07 04*,,,,,24.36,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.86,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.08,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.3,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.38,,BE,,R13,
IE,Y42,07 07 04*,,,,,25.26,,BE,,R13,
IE,Y42,07 07 04*,,,,,23.84,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.44,,BE,,R13,
IE,Y42,07 07 04*,,,,,26.0,,BE,,R13,
IE,Y2,18 01 09,,,,,3.77,,GB,D10,,
IE,Y2,18 01 09,,,,,3.7,,GB,D10,,
IE,Y2,18 01 09,,,,,2.27,,GB,D10,,
IE,Y2,18 01 09,,,,,6.0,,GB,D10,,
IE,Y36,17 06 01*,,,,,24.34,,DE,D1,,
IE,Y36,17 06 01*,,,,,1.34,,DE,D1,,
IE,Y36,17 06 01*,,,,,2.77,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.16,,DE,D1,,
IE,Y36,17 06 01*,,,,,1.67,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.64,,DE,D1,,
IE,Y36,17 06 01*,,,,,1.88,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.16,,DE,D1,,
IE,Y36,17 06 01*,,,,,22.91,,DE,D1,,
IE,Y36,17 06 01*,,,,,24.76,,DE,D1,,
IE,Y36,17 06 01*,,,,,21.18,,DE,D1,,
IE,Y36,17 06 01*,,,,,16.6,,DE,D1,,
IE,Y36,17 06 01*,,,,,16.95,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.28,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.8,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.34,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.0,,DE,D1,,
IE,Y36,17 06 01*,,,,,0.62,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.7,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.16,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.08,,DE,D1,,
IE,Y36,17 06 01*,,,,,25.96,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.4,,DE,D1,,
IE,Y36,17 06 01*,,,,,0.42,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.62,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.36,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.72,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.78,,DE,D1,,
IE,Y36,17 06 01*,,,,,1.76,,DE,D1,,
IE,Y36,17 06 01*,,,,,1.16,,DE,D1,,
IE,Y36,17 06 01*,,,,,6.71,,DE,D1,,
IE,Y36,17 06 01*,,,,,11.74,,DE,D1,,
IE,Y36,17 06 01*,,,,,6.6,,DE,D1,,
IE,Y36,17 06 01*,,,,,16.27,,DE,D1,,
IE,Y36,17 06 01*,,,,,6.0,,DE,D1,,
IE,Y36,17 06 01*,,,,,8.2,,DE,D1,,
IE,Y36,17 06 01*,,,,,17.9,,DE,D1,,
IE,Y36,17 06 01*,,,,,9.45,,DE,D1,,
IE,Y36,17 06 01*,,,,,18.3,,DE,D1,,
IE,Y36,17 06 01*,,,,,13.56,,DE,D1,,
IE,Y36,17 06 01*,,,,,7.79,,DE,D1,,
IE,Y36,17 06 01*,,,,,19.02,,DE,D1,,
IE,Y36,17 06 01*,,,,,9.56,,DE,D1,,
IE,Y36,17 06 01*,,,,,13.52,,DE,D1,,
IE,Y36,17 06 01*,,,,,8.52,,DE,D1,,
IE,Y36,17 06 01*,,,,,3.26,,DE,D1,,
IE,Y36,17 06 01*,,,,,16.36,,DE,D1,,
IE,Y36,17 06 01*,,,,,16.62,,DE,D1,,
IE,Y36,17 06 01*,,,,,4.24,,DE,D1,,
IE,Y36,17 06 01*,,,,,13.56,,DE,D1,,
IE,Y36,17 06 01*,,,,,5.86,,DE,D1,,
IE,Y36,17 06 01*,,,,,3.3,,DE,D1,,
IE,Y36,17 06 01*,,,,,13.67,,DE,D1,,
IE,Y36,17 06 01*,,,,,12.36,,DE,D1,,
IE,Y36,17 06 01*,,,,,5.91,,DE,D1,,
IE,Y36,17 06 01*,,,,,4.44,,DE,D1,,
IE,Y36,17 06 01*,,,,,8.22,,DE,D1,,
IE,Y36,17 06 01*,,,,,5.0,,DE,D1,,
IE,Y36,17 06 01*,,,,,15.96,,DE,D1,,
IE,Y36,17 06 01*,,,,,5.7,,DE,D1,,
IE,Y36,17 06 01*,,,,,4.5,,DE,D1,,
IE,Y36,17 06 01*,,,,,5.84,,DE,D1,,
IE,Y36,17 06 01*,,,,,19.18,,DE,D1,,
IE,Y36,17 06 01*,,,,,5.7,,DE,D1,,
IE,Y36,17 06 01*,,,,,26.24,,DE,D1,,
IE,Y36,17 06 01*,,,,,18.48,,DE,D1,,
IE,Y36,17 06 01*,,,,,21.68,,DE,D1,,
IE,Y36,17 06 01*,,,,,9.48,,DE,D1,,
IE,Y36,17 06 01*,,,,,9.36,,DE,D1,,
IE,Y36,17 06 01*,,,,,18.83,,DE,D1,,
IE,Y36,17 06 01*,,,,,15.59,,DE,D1,,
IE,Y36,17 06 01*,,,,,5.48,,DE,D1,,
IE,Y36,17 06 01*,,,,,3.34,,DE,D1,,
IE,Y36,17 06 01*,,,,,4.34,,DE,D1,,
IE,Y36,17 06 01*,,,,,0.613,,DE,D1,,
IE,Y36,17 06 01*,,,,,3.98,,DE,D1,,
IE,Y36,17 06 01*,,,,,7.45,,DE,D1,,
IE,Y36,17 06 01*,,,,,5.47,,DE,D1,,
IE,Y36,17 06 01*,,,,,6.01,,DE,D1,,
IE,Y36,17 06 01*,,,,,5.63,,DE,D1,,
IE,Y36,17 06 01*,,,,,1.9,,DE,D1,,
IE,Y36,17 06 01*,,,,,10.69,,DE,D1,,
IE,Y36,17 06 01*,,,,,1.07,,DE,D1,,
IE,Y36,17 06 01*,,,,,25.0,,DE,D1,,
IE,Y36,17 06 01*,,,,,1.55,,DE,D1,,
IE,Y36,17 06 01*,,,,,25.0,,DE,D1,,
IE,Y36,17 06 01*,,,,,25.0,,DE,D1,,
IE,Y6,14 06 03*,,,,,18.5,,BE,,R1,
IE,Y6,14 06 03*,,,,,17.11,,BE,,R1,
IE,Y6,14 06 03*,,,,,14.6,,BE,,R1,
IE,"Y11, Y9",05 01 03*,,,,,8.12,,DE,D10,,
IE,"Y11, Y9",05 01 03*,,,,,0.95,,DE,D10,,
IE,"Y11, Y9",05 01 03*,,,,,19.931,,DE,D10,,
IE,"Y2, Y41, Y42",16 05 04*,,,,,7.14,,GB,D10,,
IE,Y2,07 05 13*,,,,,8.43,,GB,D10,,
IE,Y2,07 05 13*,,,,,9.65,,GB,D10,,
IE,Y2,07 05 13*,,,,,7.01,,GB,D10,,
IE,Y2,07 05 13*,,,,,5.47,,GB,D10,,
IE,Y2,07 05 13*,,,,,7.38,,GB,D10,,
IE,Y2,07 05 13*,,,,,9.04,,GB,D10,,
IE,Y2,07 05 13*,,,,,6.18,,GB,D10,,
IE,"Y34, Y35, Y37, Y38, Y39, Y40, Y41, Y42",16 05 08*,,,,,0.15,,GB,D10,,
IE,"Y34, Y35, Y37, Y38, Y39, Y40, Y41, Y42",16 05 08*,,,,,0.27,,GB,D10,,
IE,Y2,07 05 13*,,,,,5.08,,GB,D10,,
IE,Y2,07 05 13*,,,,,9.51,,GB,D10,,
IE,Y2,07 05 13*,,,,,8.77,,GB,D10,,
IE,Y2,07 05 13*,,,,,8.2,,GB,D10,,
IE,Y2,07 05 13*,,,,,11.24,,GB,D10,,
IE,Y2,07 05 13*,,,,,9.2,,GB,D10,,
IE,Y2,07 05 13*,,,,,3.52,,GB,D10,,
IE,Y2,07 05 13*,,,,,3.96,,GB,D10,,
